var	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
ha62_03?	-15.9655614611621	0.740601444303643	7.030836e-58	0.0124866840935813	2.55479461978022e-57	ha62	
ha62_0499994	-15.0415361686742	0.825752837913203	5.721407e-56	0.0040903614338349	2.00789000377358e-55	ha62	
ha62_0599994	-13.9808995625152	0.746859233699467	2.129599e-60	4.30373854805488e-4	7.93202330913642e-60	ha62	
hb62_0399994	-16.0865497318365	0.48117790904611	4.822812e-94	0.00541621654200541	2.803259475e-93	hb62	
hb62_04?	-14.6879723401505	1.0203079664994	3.078988e-39	0.00133339698448742	8.53967221621621e-39	hb62	
hb62_0599995	-14.0173865680047	1.0183816116795401	4.051858e-37	5.97514436470492e-4	1.08927998265583e-36	hb62	
hb62_0899994	-13.1249913908243	1.069126032872	6.924693e-31	1.43174317145833e-4	1.72019084874791e-30	hb62	
hv008	-0.274818763239161	0.100928817219913	0.00666941117301925	0.00272457093564282	0.012602011206924	hv008	Date of interview (CMC)
hv010	-0.4522386001621	0.244162809786396	0.0645137821683177	0.0015188736023386	0.109148957210298	hv010	Number of eligible women in household
hv011	-0.554154098520276	0.249047347367201	0.0264654207687767	0.00164807684821167	0.0470496369222697	hv011	Number of eligible men in household
hv012	-0.193569161653204	0.0883804014053215	0.0289154570712883	0.00316537376971038	0.0511000001449845	hv012	Number of de jure members
hv013	-0.204685891155093	0.0858362233236936	0.017423252320693	0.00344034588647379	0.0317329246673087	hv013	Number of de facto members
hv014	-0.29106200047384	0.16820006864411	0.0840909332021233	9.42032774336465e-4	0.138568448067286	hv014	Number of children 5 and under (de jure)
hv016	0.00654216891874806	0.0193544039432728	0.73547283357557	2.95932673229915e-5	0.819456066162822	hv016	Day of interview
hv017	0.0757281847496454	0.701142734913309	0.914028303355488	3.13214635450088e-6	0.949109640888323	hv017	Number of visits
hv019	7.52156455702883e-4	0.016832796884522	0.964374847763436	6.00302657693952e-7	0.975071535046199	hv019	Keyer identification
hv023	-0.0306538366491981	0.0227110113015161	0.177636927507318	4.47834957928328e-4	0.270407926476613	hv023	Stratification used in sample design
hv028	6.86591669927695e-8	4.48972704840917e-7	0.878511511141742	9.75441565231883e-6	0.927110020268732	hv028	Household weight for male subsample (6 decimals)
hv031	-0.00211896074197401	0.00308244278130044	0.492091997775615	1.20331009959118e-4	0.615321758563122	hv031	Field editor
hv032	0.00425273202512315	0.0822900803152413	0.958801966175864	7.91708503422583e-7	0.972195792619888	hv032	Office editor
