nodes.male,keep
hb66_01_3,0
hb65_5,1
hv106_1,1
hv201_21,1
hv201_41,1
hv201_43,1
hv201_61,1
hv201_96,1
hv244_0,1
hv243b_0,1
hv237_0,1
hv247_0,1
hv101_1,1
hv101_2,1
hv101_3,1
hv101_4,1
hv101_5,1
hb33_5,0
hv201_42,1
hv201_51,1
hml13_01,1
hv237b_0,1
hb1_1,1
hb1_01,1
hv801,1
hv253_0,1
hv206_9,1
hv237_9,1
hb65_3,0
hb33_4,0
hb40,1
hv022_2,0
hv201_62,1
hv106_01_1,1
hv110_01_1,1
hv122_01_3,1
hb33_1_1,1
hv243d_0,1
hb50_1_1,1
hv213_11,1
hb61_1_4,0
hv213_99,1
hb55_01_4,0
hv253_9,0
hv115_01_3,1
hv101_6,1
hv101_7,1
shlangi_9,1
hb11,1
hb66,0
hb2_01,1
hb66_01,1
hv022_1,1
hv022_3,1
hv022_4,1
hv022_5,0
hv022_6,0
hv022_7,0
hv022_9,0
hv022_10,0
hv022_11,0
hv022_12,0
hv022_13,0
hv022_14,0
hv022_15,0
hv022_16,0
hv022_17,0
hv022_18,0
hv022_19,0
hv023_8,0
hv122_01_1,1
hv110_01_0,0
hv237_8,0
hv103_9,1
hb52_1_3,0
hv045a_2,0
hb61_01_2,0
hml13,1
hb13_01_3,1
hv022,1
hv011,1
v201,1
sh110j_0,1
sh110k_0,1
hb50_1,1
sh110i_0,1
hv237a_8,0
