nodes.male,keep
v754c_9,0
v754d_9,0
v754e_9,0
v754f_9,0
v754g_9,0
v754h_9,0
v754i_9,0
v754j_9,0
v754k_9,0
v754l_9,0
v754m_9,0
v754n_9,0
v754o_9,0
v754x_9,0
v754z_9,0
v762ao_0,0
mv762ac_9,0
mv762aw_9,0
s101t_2,0
s1114t_2,0
mv313a_2,0
sm215_1,0
sm426a_1,0
hv102_05_9,0
sh10_03_9,0
sh10_05_9,0
sh10_06_9,0
sh10_07_9,0
sh10_08_9,0
sh12_03_9,0
sh12_04_9,0
sh12_05_9,0
sh12_07_9,0
sh12_06_9,0
sh12_08_9,0
ha35_02_9,0
ha35_03_9,0
ha55_01_9,0
ha55_02_9,0
ha55_03_9,0
hml7_1_1,0
hml7_1_2,0
hb68,0
ha65_01,1
ha68_01,0
ha68_02,0
ha68_03,0
hc55_01,1
hc55_02,1
hc68_01,0
hc68_02,0
hb13_01,1
hb13_02,1
hb53_03,0
hb63_01,1
hb68_02,1
hb68_03,1
hv023_1,0
hv023_3,0
hv023_4,0
hv023_5,0
hv023_6,0
hv023_7,0
hv023_9,0
hv023_10,0
hv023_11,0
hv023_12,0
hv023_13,0
hv023_14,0
hv023_15,0
hv023_16,0
hv023_17,0
hv023_18,0
hv023_19,0
mv022_21,0
mv022_22,0
mv022_23,0
mv023_8,0
v101_13,0
v101_14,0
v101_15,1
v762bp_9,0
v762br_9,0
mv784r_9,1
s1007a_1,0
mv156_1,0
mv307_04_1,0
mv717_7,0
mv717_9,0
sm438_1,0
hv103_03_9,0
hv106_07_1,0
hv116_03_2,0
hv115_06_9,0
sh11a_01_1,0
sh11a_02_1,0
sh11a_03_1,0
sh11a_04_1,0
sh17a_07_9,0
hml12,1
hv108_09,0
hv106_01_9,0
hv106_12_9,0
hv112_08,0
hv112_11,0
hv114_11,0
hv114_10,0
hv121_06_9,1
hv121_07_9,0
hv121_10_9,0
hv121_12_9,0
hv122_12_9,0
hc72_3,0
idxchl_04,0
sh110u_1,0
sh110v_1,0
sh110w_1,0
mv504_1,1
v770a_9,0
v770o_9,0
v770c_0,0
v770j_9,0
v770l_0,0
v770n_0,0
v770t_0,0
v833b_1,0
s114a_1,0
mv633a_1,0
sh17a_11_4,0
hv122_11_9,0
sh19a_01_4,0
sh19a_10_4,0
mv603,0
mv605_3,1
hv110_08_9,0
hv110_01_9,0
hml12_10_0,0
hc61_02_9,0
v030_11,0
v031_12,0
v030_21,0
v031_22,0
v030_31,0
v031_32,0
v030_41,0
v031_42,0
v030_51,0
v030_61,0
v031_62,0
v030_71,0
v031_72,0
v030_91,0
v031_92,0
v030_101,0
v031_102,0
v030_111,0
v031_112,0
v030_121,0
v031_122,0
v030_131,0
v031_132,0
v030_141,0
v031_142,0
v030_151,0
v031_152,0
shlangi_4,1
shlangi_5,1
shlangi_6,1
sh25d_1,0
hv102_02_9,0
sheduc_3,0
sh18a_4,0
v630b_9,0
v630c_9,0
v630d_9,0
v630e_9,0
v630f_9,0
v630i_9,0
v630x_9,0
mv630j_9,0
v762bf_0,0
mv762bp_9,0
v785z_9,0
v786b_9,0
v786c_9,0
v786d_9,0
v786e_9,0
v786f_9,0
v786g_9,0
v786h_9,0
v786i_9,0
v786j_9,0
v786k_9,0
v786l_9,0
v786x_9,0
v786y_9,0
v786z_9,0
mv3b12b_9,0
mv3b12x_9,0
mv3b15a_9,0
mv3b15b_9,0
mv3b15c_9,0
mv3b15d_9,0
mv3b15e_9,0
mv3b15f_9,0
mv3b15g_9,0
mv3b15i_9,0
mv3b15j_9,0
mv3b15x_9,0
mv3b15y_9,0
mv3b12x_1,0
mv3b16_99,0
sm456a_9,0
sm456b_9,0
sm456c_9,0
sm456f_9,0
sm456g_9,0
sm456h_9,0
sm456i_9,0
sm456m_9,0
sm456o_9,0
sm456q_9,0
sm456x_9,0
mv3b24a_1,0
mv3b24b_1,0
mv3b24c_1,0
mv3b24d_1,0
mv3b24e_1,0
mv3b24f_1,0
mv3b24h_1,0
mv3b24i_1,0
mv3b24x_1,0
mv605_4,0
mv605_5,0
mv605_7,0
mv605_9,0
sm456i_1,0
sm456o_1,0
sm456q_1,0
sm737_1,0
hv103_05_9,0
sheduc_01_1,0
sheduc_03_1,0
sheduc_04_1,0
sheduc_04_9,0
sh18a_05_4,0
sheduc_06_9,0
hv122_04_1,0
hv121_04_9,0
hv121_05_9,1
sheduc_03_3,0
sheduc_04_3,0
sheduc_07_3,0
sh120n,1
hc52_1_5,0
hc52_2_5,0
hv234a_6,1
hv234a_3,0
hv237g_1,0
hv237h_1,0
sh110s_1,0
s105_6,0
hc55_1_6,0
hc55_2_6,0
hml17_01_3,0
hml33_06_6,0
sm403_0,0
sm403_1,0
hv126_13_2,1
hc5_3,0
v029_2,0
v029_3,0
v029_4,0
v029_5,0
v029_6,0
v029_7,0
v032_1,0
v032_2,0
v032_3,0
v032_4,0
sh20a_0,0
s108_3,0
s108_5,0
sm132_6,0
v770i_1,0
s541_2,0
s543_1,0
s830a_1,0
s830b_1,0
s830g_1,0
s830i_1,0
s843_1,0
s848_1,0
mv312b_7,0
mv313b_2,0
mv313b_1,0
sh18a_08_6,0
hv122_06_2,0
hv126_12_1,0
sh20a_06_3,0
sh20a_07_4,0
hc55_3_3,0
hc55_3_0,0
sh53_01_2,0
sh53_02_2,0
sh53_03_2,0
ha69_04,0
hml16a_10,0
hv101_12_4,0
hv241_3,0
sh137a_1,0
sh141_1,1
hb64_01_1,0
hb64_01_2,0
hml7_2_14,0
sh03_09_9,0
sh03_10_9,0
hv121_14_2,1
hml35_04_0,0
hml35_05_0,0
hml35_06_0,0
hml35_07_0,0
ha65_03_6,0
ha63_01_6,0
ha63_02_6,0
ha63_03_6,0
ha64_03_3,1
hc68_3_0,1
hc68_3_1,1
hb63_01_6,1
hml19_14_0,0
hml20_14_0,1
hml20_14_1,0
hml33_05_3,0
hml33_05_6,0
hml33_07_6,0
chl3_05_1,0
chl5_05_1,0
chl7_05_1,0
sh15b,0
hv110_9,0
hv112_04,0
sh15a_3,0
mv634a_9,0
v633c_9,0
mv762at_9,0
slangi_1,0
slangi_7,0
mv3b12c_1,0
mv3b12e_1,0
sh15a_02_3,0
sh15a_03_3,0
sh15a_04_3,0
sh15a_05_3,0
sh15a_06_3,0
sh15a_07_3,0
sh15a_08_3,0
sh15a_09_3,0
sh18a_03_9,0
sh18a_04_9,0
sh18a_07_4,0
ha35_3_9,0
hml3_2_9,0
sh24b,0
sh26b,0
v603,0
v604_1,0
sh28b,0
sh24b_02,0
sh24b_03,0
sh26b_05,0
sh24b_06,0
sh26b_06,0
sh24b_08,0
sh26b_03,0
sh26b_07,0
sh25_02_9,0
sh28b_03,1
sh28b_04,0
sh28b_06,0
sh28b_07,0
sh27_02_9,0
sh27_04_9,0
v022_2,0
v022_12,0
sh111h_9,0
sh125a_1,0
hv103_01_9,1
sh24a_9,0
sh25_0,0
sh27_0,0
sh28a_0,0
s109_0,0
s109_1,0
s109_3,0
v312_8,0
v762af_10,0
v762aj_10,0
v762aq_10,0
v784a_10,0
mv784p_9,0
v784b_10,0
v784k_10,0
stransl_1,0
s914_1,0
mv250_9,0
mv762as_1,0
sm302e_1,0
hv102_06_9,0
hv103_02_9,0
sh24a_01_0,0
sh24a_03_9,0
sh24a_04_9,0
sh24a_05_9,0
sh24a_06_4,0
sh24a_06_9,0
sh24a_07_0,0
sh24a_07_9,0
sh24a_09_0,0
sh24a_09_1,0
sh25_02_0,0
sh25_03_0,0
sh25_04_0,0
sh25_04_9,0
sh25_05_0,0
sh25_05_9,0
sh25_06_0,0
sh25_06_9,0
sh25_07_0,0
hv126_02_1,0
sh26a_02_1,0
sh26a_06_9,0
sh27_02_0,0
sh27_03_0,0
sh27_04_0,0
sh27_05_0,0
sh27_06_0,0
sh27_06_9,0
sh27_07_0,0
sh27_07_9,0
sh28a_02_1,0
sh28a_06_9,0
sh26a_02_2,0
sh26a_02_3,0
sh26a_02_4,0
sh26a_03_2,0
sh28a_03_2,0
sh26a_03_4,0
sh26a_04_2,0
sh28a_04_2,0
sh26a_04_3,0
sh26a_04_4,0
sh26a_04_5,0
sh26a_05_2,0
sh26a_06_4,0
hc61_2_4,0
hc61_2_5,0
hb68_02_9,0
hv110_0,0
sm606,0
sh28g_1,0
sheduc_1,0
sheduc_2,0
mv745_1,0
hv126_3,0
s836_1,0
mv313a_3,0
mv3b15c_1,0
mv3b15d_1,0
mv3b15g_1,0
mv3b15x_1,0
sm615_1,0
sm616c_1,0
sm616d_1,0
sm616e_1,0
sm616y_1,0
sm617z_1,0
sm802f_1,0
hv101_09_11,0
sheduc_01_3,0
sheduc_02_3,0
sheduc_05_3,0
sheduc_06_3,0
sheduc_08_3,0
sheduc_09_0,0
sheduc_10_0,0
sheduc_10_3,0
sheduc_01_2,0
sheduc_02_1,0
sheduc_02_2,0
sheduc_03_2,0
sheduc_04_2,0
sheduc_05_2,0
sheduc_06_2,0
sheduc_07_2,0
sheduc_08_1,0
sheduc_08_2,0
sheduc_09_1,0
sheduc_09_2,0
sheduc_10_1,0
sheduc_10_2,0
hv126_10_1,0
ha35_1_1,0
ha35_2_1,0
sh21a_0,0
sbp3d,0
sbpaved,0
sh21a_01_0,0
sh21a_02_0,0
hb52_2_4,0
szone_1,0
szone_2,0
szone_3,0
szone_4,0
sh19aa_0,0
hb33_1_5,0
s109_4,0
s109_5,0
v023_19,0
v023_20,0
v463x_2,0
s932a_1,0
s1001aa_1,0
s1001ab_1,0
s1001ac_1,0
s1001ad_1,0
s1001c_1,0
s1001g_1,0
s1004bb_1,0
s1004bc_1,0
s1004bd_1,0
s1004be_1,0
s1004bf_1,0
s1004bg_1,0
s1004bh_1,0
s1004bi_1,0
s1004bj_1,0
s1004bx_1,0
s1004by_1,0
s1004bz_1,0
s1004ca_1,0
s1004cb_1,0
s1004cc_1,0
s1004cd_1,0
s1004ce_1,0
s1004cf_1,0
s1004cg_1,0
s1004cx_1,0
s1004cz_1,0
s1012a_1,0
s1012b_1,0
s1012e_1,0
s1012h_1,0
mv762bq_1,0
mv762bs_1,0
hv115_01_1,1
sh19a_01_3,0
sh19a_09_3,0
hv140_05_8,0
sh21a_03_0,0
sh21a_04_0,0
sh21a_05_0,0
sh21a_06_0,0
sh21a_07_0,0
sh21a_08_0,0
sh21a_09_0,0
sh21a_02_1,0
sh21a_02_3,0
sh21a_08_1,0
sh21a_08_3,0
sh21a_09_1,0
sh21a_09_3,0
sh06_01_2,0
sh06_02_2,0
sh06_03_2,0
sh06_04_2,0
sh06_05_2,0
sh19aa_01_0,0
sh19aa_02_0,0
hb65_2_7,0
hc33_1_6,1
hc68_2_5,0
v834a,0
hv140_04_0,0
v770r_1,1
v784v_1,0
ha52_2_2,0
hb68_1_4,0
hb68_2_4,0
hc19_3,0
hv237d_0,0
hv237d_8,0
sh111f_1,0
sh111l_1,0
sh19a_6,0
mv474g_9,0
v762at_0,0
mv784h_1,0
sh17a_08_6,0
sh19a_02_6,0
hv140_08_0,0
hv140_05_0,0
sh211_03_1,0
sh211_04_1,0
v605_12,1
hb3_3,0
hb11_3,0
sh306_1,0
v149_11,0
v481b_11,0
v750_11,0
v751_3,0
v761b_11,0
v762aa_11,1
v762ab_11,1
v763b_11,0
v763c_11,0
v770_11,0
v770d_9,0
v770d_10,0
v770a_11,0
v770b_11,0
v784k_11,1
v854b_3,0
mv384c_9,0
mv744c_9,0
ha64_3_9,0
hb65_2_6,0
hb64_2_9,0
hb64_3_9,0
hb65_3_2,0
hml6_3_9,0
slquest_2,0
mv213_0,0
v754e_1,0
v754h_1,0
v754l_1,0
sm610b_1,0
sm610c_1,0
hv106_08_1,0
hv126_05_3,0
hv126_04_1,0
hml17_02_3,0
hml17_05_3,0
hv109_01,0
hv109_02,0
hv109_05,0
hv109_07,0
hv139_07,0
ho102_01,0
ho104_01,0
ho106_01,0
ho108_01,0
ho102_02,0
ho106_02,0
v134_2,1
sh24a_2,0
sh24a_3,0
sh28a_2,0
sh28a_3,0
hb33_01_5,1
v743b_11,1
mv762ae_9,1
mv762an_9,0
mv633d_1,0
mv747b_1,0
mv762ad_1,0
mv784s_1,0
hb66_03_3,0
sh26a_06_2,0
sh28a_03_9,0
sh28a_04_3,0
sh28a_04_9,0
sh28a_05_2,0
sh28a_06_2,0
ha64_02_9,0
ha21_1,0
ha21_2,0
hc21_1,0
hc21_2,0
v604_2,0
hc20_1,0
hc20_2,0
ha61_1_4,0
ha61_2_4,0
ha52_1_1,0
hc1a_1,1
hc32a_1,0
hc1a_2,0
hc32a_2,0
hc52_2_3,0
hv045b_2,0
hv045b_3,0
sh121h_1,0
sh121i_1,0
sh121j_1,0
sh121k_1,0
v169b_1,0
v170_1,0
v777a_1,0
v856_2,0
v857a_1,0
v857b_1,0
v857c_1,0
v857d_1,0
hv113_08_0,0
sh208_03_1,0
sh208_04_1,0
sh208_05_1,0
ha60_1_2,0
hb66_3_2,0
ha69_03,0
sh33a_1,0
hml7_1_28,1
v762aa_2,0
v762ab_2,0
v844_2,0
mg117y_1,0
sm440a_1,0
sh20i_03_1,0
sh20i_04_1,0
sh20i_05_1,0
sh20i_06_1,0
sh20i_07_1,0
sh20i_08_1,0
sh20i_09_1,0
v151_3,0
hml31_03_3,0
hml33_03_9,0
hb68_01_4,0
hb68_02_4,0
hb68_03_4,0
hml7_5_96,0
chl1_01_2,0
chl1_02_2,0
chl1_03_2,0
v220,0
v820_9,0
hv108_02,0
hv108_03,0
hv108_04,0
hv108_06,0
hv108_07,0
hv106_02_9,0
hv106_03_9,1
v116_12,0
v116_13,0
v116_14,0
v116_42,0
v127_22,0
v128_13,0
v128_35,0
v128_36,0
v129_12,0
v129_22,0
v129_35,0
v129_36,0
v161_3,0
sheligm_1,0
sh104g_1,0
s517_1,0
hb53_1,0
hb53_2,0
v044_5,0
d115b_1,0
d115c_1,0
d115f_1,0
d115g_1,0
d115q_1,0
d115v_1,0
d115w_1,0
d115x_1,1
d115y_1,0
d115xe_1,0
d125_1,0
mv762bj_1,0
sh23_09_1,0
sh23_10_1,0
hb63_3_6,1
hb57_3_4,0
sstruct,0
hv125_05_9,0
hv024_9,0
hv024_10,0
sh201_1,0
v304_06_9,0
v304_07_9,0
v633b_9,0
mv743f_9,0
hv106_05_1,0
ha13_1_4,0
hc13_1_4,0
ha33_2_3,0
ha33_3_3,0
shwlthfu,0
shwlthfr,0
hv105_02,1
hc55_1_9,1
hc55_2_9,1
hv227_9,0
hv241_9,0
sdistr_11,0
sdistr_12,0
sdistr_13,0
sdistr_21,0
sdistr_22,0
sdistr_23,0
sdistr_24,0
sdistr_25,0
sh109aa_1,0
sh109ab_1,0
sh109ac_1,0
mv307_18_0,0
mv762al_9,0
v762bg_9,0
s826e_1,0
s910e_1,0
mv762al_1,0
sh03_02_10,0
sh03_03_10,0
sh03_04_10,0
sh03_05_10,0
sh03_06_10,0
sh03_07_10,0
sh03_08_10,0
hv116_02_2,0
sh21_01_1,0
sh21_02_1,0
sh22_02_4,0
ha61_3_9,0
hb33_2_3,0
sh133b_1_1,0
sh133c_1_2,0
sh133c_2_2,0
sh133c_3_2,0
sh121g_9,0
sh127a_1,0
sh28a_4,1
hb64_9,0
hml6_1_9,0
v481a_9,0
v762ac_10,0
v762as_10,0
v825_9,0
v851c_9,0
sh23_01_9,0
sh23_03_9,0
sh23_04_9,0
sh23_05_9,0
sh23_06_9,0
sh23_07_9,0
sh28a_03_4,0
sh26a_05_4,0
hb65_03_2,0
hb66_01_2,0
hb66_02_2,0
hb66_03_2,0
hv253z_1,1
mv717_1,0
mv717_2,0
mv762bd_1,0
mv762bi_1,0
mv762bk_1,0
mv784d_1,0
hv126_10_3,0
hc68_03_4,0
hml21_5_1,0
hv023,0
hv106_11_9,0
v312_14,1
v481d_0,0
v784x_0,0
mg117b_9,0
mg117c_9,0
mg117d_9,0
mg117e_9,0
mg117f_9,0
mg117x_9,0
hv126_10_9,0
hv113_11_9,0
hv115_02_9,0
hml17_02_5,0
hc68_01_9,0
hc68_02_9,1
hv127_02,0
hv132_03_1,0
v307_04_1,0
v307_13_1,0
v851c_1,0
v851i_1,0
v851k_1,0
s909z_1,0
hv132_08_1,0
hv133_02_1,0
hv134_02_0,0
hv134_02_1,0
hv133_10_1,0
hv136_02_1,0
hv138_02_1,0
hv139_02_1,0
ho102_03_0,0
v113_44,0
hv215_21,0
v129_21,0
v161_4,0
hv106_10_1,0
hv132_06_1,0
hv101_01_6,1
v024_51,0
v139_51,0
v024_52,0
v139_52,0
v024_53,0
v139_53,0
v024_54,0
v139_54,0
v024_55,0
v139_55,0
v116_24,0
seduc_2,0
hv139_05_9,0
hv139_06_9,0
hv139_08_9,0
v115,0
v128_24,0
hml33_07_3,0
sh217_07_6,0
hb61_2_4,1
v770p_1,0
hb61_1_4,0
hml17_01_6,0
sm802ab_1,0
sm802ac_1,0
sm802ad_1,0
sm802ae_1,0
sm802ax_1,0
slangq_2,0
v835a_1,0
hml17_04_6,0
v739_1,0
hv807c,0
smun,0
idxhe,0
hb35_1,0
hv140_02_0,0
hv140_02_1,0
hv140_02_2,0
hb0_3,1
hv106_10_0,0
hb66_3_0,0
hml17_10_0,0
hv129_01_3,0
hv129_01_2,0
hv129_01_5,0
hv129_01_4,0
hb64_3_1,0
hb64_3_2,0
sh114_5,0
sh26ba_1,0
sh26bb_1,0
sh26bc_1,0
sh26bd_1,0
sh26be_1,0
sh26bx_1,0
sh26bz_1,0
sh104aa_1,0
sh104ab_1,0
sh104ac_1,0
sh104ad_1,0
sh104ae_1,0
sh104af_1,0
sh104ag_1,0
sh16a_90,0
sh20a_2,0
s106a_2,0
sh16a_98,0
sh17a_98,0
sh20a_5,0
sh23_90,0
sh23a_1,0
sh23a_2,0
sh23a_5,0
v739_5,0
s105_5,0
s105_12,0
s105_19,0
s105_90,0
s106a_1,0
sh17_1,0
s106a_3,0
s106a_4,1
s106a_5,1
s106a_6,1
s105_17,1
sh20_02_17,0
sh23_02_16,0
sh24_1,0
sh24_02_0,0
hml6_2_0,0
hml22_1_3,1
hml22_2_3,1
sh41a_1,0
sh41b_1,0
sh41d_1,0
sh45_1,0
sh46a_1,0
sh46b_1,0
sh46c_1,0
sh46d_1,0
sh46e_1,0
sh47_1,0
sh49a_1,0
sh49b_1,0
sh49c_1,0
sh49d_1,0
sh49e_1,0
sh49f_1,0
sh49g_1,0
sh54_1,0
sh20_07_10,1
sh59a_1,0
sh59b_1,0
sh16a_08_5,1
sh63_1,0
sh64_1,0
sh65_1,0
sh66_1,0
sh67_1,0
mv714_0,0
mv732_1,1
mv732_4,0
sh71_01_3,0
mv732_3,1
v741_0,1
v741_1,0
v741_2,1
v741_3,1
sh73_1,0
sh74_1,0
v3a00y_1,0
v3a00z_0,0
v3a00z_1,0
mv463aa_0,1
sm808_0,0
hv111_09_8,1
sh23_02_13,0
s1025_1,0
s106a_0,0
s1111_1,0
s1112_2,1
s1116_2,0
s1117_2,1
mv023_31,0
mv023_32,0
mv023_33,0
mv023_34,0
mv023_35,0
mv023_36,0
sm808_1,0
sm808_2,0
sh16a_07_15,0
sh17a_07_5,0
sh20_07_15,0
sh23_07_14,0
sh20_02_14,0
sh20a_02_5,0
hml23_1_10,0
sh23_02_6,0
sh16a_01_98,0
sh17a_01_98,0
sh20a_02_2,0
sh16a_02_98,0
sh17a_02_98,0
sh16a_03_90,0
sh23a_03_5,0
sh16a_03_98,0
sh17a_03_98,0
sh16a_04_90,0
sh16a_05_90,0
sh17a_05_5,0
sh23a_05_5,0
sh16a_05_98,0
sh17a_05_98,0
sh16a_06_90,0
sh23a_06_5,0
sh16a_07_90,0
sh20a_07_2,0
sh16a_07_17,0
sh23a_07_5,0
sh16a_08_90,0
sh16a_07_98,0
sh17a_07_98,0
sh16a_05_12,0
sh16a_06_12,0
sh20_06_12,0
sh16a_08_6,0
sh16a_08_12,0
hml23_1_31,1
sh23_06_3,1
sh21_07_0,1
sh63_05_0,1
sh63_05_1,0
sh23_03_16,1
sh20_02_4,0
hv116_04_2,0
sh23_02_90,0
sh23a_02_1,0
sh20_02_90,0
sh20_03_90,0
sh20_04_90,0
sh20_05_90,0
sh20a_05_5,0
sh20_06_90,0
sh20_07_90,0
sh20_05_17,0
sh20a_05_6,0
sh23a_02_2,0
sh23a_02_5,0
sh23_03_90,0
sh23a_03_1,0
sh23a_03_2,0
ha63_3_4,0
sh23_04_90,0
sh23a_04_1,0
sh23a_04_2,0
sh23_05_90,0
sh23a_05_1,0
sh23a_05_2,0
sh20_05_16,0
sh23_06_90,0
sh23a_06_1,0
sh23a_06_2,0
sh23_07_90,0
sh23a_07_1,0
sh23a_07_2,0
hml17_08_0,1
hv129_07_3,0
hv140_08_2,0
sh16a_07_8,1
sh20_07_8,1
ha33_3_1,0
ha66_3_1,0
sh17_07_0,1
sh17_07_1,0
sh20_07_4,1
sh23_07_3,1
sh66_04_0,1
sh66_04_1,0
sh16a_02_90,0
sh64_05_0,0
sh64_05_1,0
sh23_03_13,1
sh64_04_0,1
sh64_04_1,0
ha50_3_1,0
sb209_2_6,1
sh65_05_0,1
sh65_05_1,0
ha65_2_4,0
sh20_02_12,0
sh20_02_13,0
sh20_02_15,0
sh20_02_18,0
sh20_02_19,0
sh23a_02_6,0
sh20_03_16,0
sh20_04_14,0
sh16a_08_18,0
sh23_05_13,0
sh23_06_16,0
sh20_06_11,0
sh20_06_13,0
sh20_07_14,0
sh20_06_16,0
sh17a_06_98,0
hb66_3_8,0
hb68_3_8,0
sh20_07_17,0
sh20a_07_6,0
sh23_07_16,0
sh23_07_91,0
sh23a_07_0,0
sh23_02_14,0
sh23_02_3,1
sh17a_08_5,0
sh17_01_1,0
sh17_05_1,0
sh17_06_1,0
sh17_08_1,0
sh20a_02_4,0
sh20a_03_6,0
sh23a_07_4,0
sh20_06_10,1
sh71_03_3,1
hb63_3_4,0
sh23_03_15,1
sh20a_04_6,0
sh23_04_16,1
sh20a_07_5,0
sh23_06_14,0
sh23_07_12,0
sh23_07_5,1
sh23_07_10,0
hb33_3_1,0
hb61_3_4,0
hb65_3_6,0
hml23_1_33,1
sh23a_03_0,0
sh23a_04_0,0
sh23a_05_0,0
sh23a_06_0,0
sh72_02_3,1
ha64_3_1,0
sh24_09_1,0
ha61_3_4,0
hml17_10_3,0
sh63_01_1,0
sh63_02_1,0
sh63_03_1,0
sh63_04_1,0
sh64_01_1,0
sh64_02_1,0
sh64_03_1,0
sh65_01_1,0
sh65_02_1,0
sh65_03_1,0
sh65_04_1,0
sh66_01_1,0
sh66_02_1,0
sh66_03_1,0
sh67_01_1,0
sh67_02_1,0
sh67_03_1,0
sh67_04_1,0
sh73_01_1,0
sh73_02_1,0
sh73_03_1,0
sh73_04_1,0
sh74_01_1,0
sh74_02_1,0
sh74_03_1,0
sh74_04_1,0
sm49c_01,0
smanem,0
sm111,0
sm49c,0
sm49f_1,0
sm49h_0,0
sm50_9,0
hv111_14_1,0
hv111_14_8,0
hml7_01,0
mv505a,0
sm131e,0
sm49c_03,0
sm49c_04,0
sm49c_05,0
sm49c_06,0
hv129_02_5,0
hv129_02_1,0
sh57_03,0
sh03_14_10,0
sh03_15_10,0
hv110_14_0,0
hv125_14_0,1
hv110_15_0,0
hv110_15_1,0
hv121_15_0,0
hv121_15_1,0
ha51_02,0
hml12_11_0,0
hml12_13_0,0
hml12_15_0,0
hml12_15_3,0
hml12_16_0,0
hml12_16_3,0
sh57_04,0
hv106_15_0,1
hv106_15_2,1
hv110_16_0,0
hv110_16_1,0
hv121_16_1,0
hv122_15_2,1
hv125_16_0,1
hv126_15_2,1
hv126_16_1,0
sh03_13_13,0
hc61_03_1,0
hv101_15_12,1
hv102_15_0,1
sh03_15_14,0
ha11_04,0
hml6_01_1,0
hml8_01_2,1
hml6_02_1,0
hml8_02_2,1
hv024_13,0
hv024_11,0
hv024_14,0
v131_6,0
sh03_98,0
fg117a_9,0
fg117b_9,0
fg117c_0,0
fg117c_9,0
sm810_21,0
sm812d_0,0
sm812d_8,0
hml10_1,0
sm49d_2,0
sm49h_4,0
sm49h_9,0
hml8_2,0
hml6_01_2,1
hml6_02_2,0
hml6_03_2,0
hml6_01_6,0
hml6_02_6,0
hml6_03_6,0
hml8_01_0,0
hml8_01_1,0
hml10_01_0,0
hml10_01_1,0
v304_12_1,0
v305_02_1,0
v305_06_1,0
v305_11_1,0
v305_15_1,0
v305_16_1,0
v361_1,0
v364_2,0
v364_1,0
v364_3,1
v364_4,1
hv113_10_8,0
v367_2,0
sm401_1,0
sm401_4,0
sm401_2,0
sm502_2,0
v717_3,0
v717_8,0
v717_6,0
v743a_5,0
v743b_5,0
v743c_6,1
hv106_10_3,0
v762az_0,1
s109b_1,0
s516ff_1,0
s516fm_1,0
s516fs_1,0
s516fz_1,0
s617g_1,0
s618d_0,0
s618e_0,1
s618f_0,0
s618f_1,0
s618g_1,0
fg100_1,0
fg103_1,0
fg119z_3,0
fg120e_1,0
fg120z_3,0
sm313b_0,0
sm313b_1,0
sm313b_3,0
mv759a_1,0
mv759b_1,0
mv759c_1,0
mv759d_1,0
mv759e_0,0
mv759e_1,0
mv759f_1,0
mv759g_1,0
mv781_1,0
mv783_1,0
fgm119g_1,0
sm131c_1,0
sm131d_1,0
sm412fa_1,0
sm412fb_1,0
sm412fc_1,0
sm412fd_1,0
sm412fe_1,0
sm412fg_1,0
sh60_07_7,0
sm412fh_1,0
sm412fi_1,0
sm412fj_1,0
sm412fk_1,0
sm412fl_1,0
sm412fn_1,0
sm412fo_1,0
sm412fq_1,0
sm412fx_1,0
sm517d_1,0
sm517e_1,0
hv111_03_8,0
sm804_1,0
sm816b_1,0
sm816d_1,0
sm816e_1,0
sm816f_1,0
sm816x_1,0
sm816y_1,0
sh03_15_12,0
hv101_11_11,0
sh03_11_9,0
sh03_12_9,0
hv109_04_4,0
sh03_13_14,0
hv129_03_1,1
sh03_14_9,0
sh03_14_14,0
sh03_15_2,0
sh15a_01_2,0
sh03_15_3,0
sh03_15_4,0
sh03_15_5,0
sh03_15_6,0
sh60_07_6,0
sh03_16_2,0
sh03_16_3,0
sh03_16_4,0
sh03_16_5,0
sh03_16_6,0
sh03_16_9,0
sh03_16_14,0
hc61_01_4,0
hv122_06_3,0
sh15a_09_4,0
hv129_02_3,0
hml21_03_8,0
hml21_03_0,0
hv106_16_1,0
ha13_02_6,1
ha13_01_6,1
sh58_03_1,0
sh58_03_3,0
hv129_12_2,1
hv121_16_0,1
hv122_16_1,0
ha13_03_4,0
sm50_01_1,1
hv129_02_4,0
sh58_03_2,0
hv126_14_1,0
hv129_11_5,0
hv129_12_3,0
ha33_04_1,0
ha50_04_1,0
hv129_08_5,0
hc57_03_4,0
hc61_03_0,0
hc61_03_2,0
ha33_04_4,0
hv129_12_4,0
hc33_02_1,0
sh60_08_6,0
hml8_01_8,1
sh60_06_7,1
sh60_05_5,1
ha13_02_5,1
hml12_14_1,0
sm50_04_1,1
sm49f_06_1,0
sm49f_06_2,0
sm49h_06_0,0
sm49h_06_4,0
hml18_07_0,0
hml12_15_1,0
ha57_04_1,0
hml17_15_1,0
hml17_16_1,0
sm49d_01_2,0
sm49d_03_2,0
sm49d_04_2,0
sm49d_05_2,0
sm49d_06_2,0
sm49f_01_2,0
sm49h_01_0,0
sm49h_01_4,0
sm49f_03_2,0
sm49h_03_0,0
sm49h_03_4,0
sm49f_04_2,0
sm49h_04_0,0
sm49h_04_4,0
sm49f_05_2,0
sm49h_05_0,0
sm49h_05_4,0
sh60_06_4,0
sh60_04_6,1
ha13_01_5,1
hc13_01_5,1
ha35_04_0,0
ha35_04_1,0
sh59_06_2,0
hc13_03_4,0
hc52_03_1,0
sh58_04_3,0
sh60_07_1,0
sh60_07_2,0
sh60_07_3,0
