var1,var2,total,avg_r,max_r,removeVar1,removeVar2
shdist_2,hv023_6,1,1,1,1,1
shdist2_201,hv023_6,1,1,1,1,1
shdist_8,hv023_7,1,0.9999999999999999,0.9999999999999999,1,1
shdist2_303,hv023_7,1,0.9999999999999999,0.9999999999999999,1,1
shdist_4,hv023_8,1,1,1,1,0
shdist2_301,hv023_8,1,1,1,1,0
shdist_5,hv023_9,1,0.9999999999999998,0.9999999999999998,1,1
shdist2_105,hv023_9,1,0.9999999999999998,0.9999999999999998,1,1
shdist_1,hv023_10,1,0.9999999999999999,0.9999999999999999,1,1
shdist2_305,hv023_10,1,0.9999999999999999,0.9999999999999999,1,1
shdist_9,hv023_11,1,1,1,1,1
shdist2_206,hv023_11,1,1,1,1,1
shdist2_305,shdist_1,1,0.9999999999999999,0.9999999999999999,1,1
shdist2_201,shdist_2,1,1,1,1,1
shdist2_302,shdist_3,1,1,1,1,1
shdist2_301,shdist_4,1,1,1,1,1
shdist2_105,shdist_5,1,0.9999999999999998,0.9999999999999998,1,1
shdist2_205,shdist_6,1,1,1,1,1
shdist2_307,shdist_7,1,1,1,1,1
shdist2_303,shdist_8,1,0.9999999999999999,0.9999999999999999,1,1
shdist2_206,shdist_9,1,1,1,1,1
shdist2_308,shdist_10,1,1,1,1,1
hv125_01,hv124_01,1,0.9264297517927637,0.9264297517927637,1,0
hv128_01,hv125_01,1,0.9881325417635421,0.9881325417635421,1,1
hv121_01_9,hv125_01,1,0.929081794209571,0.929081794209571,1,1
hv122_01_9,hv125_01,1,0.929081794209571,0.929081794209571,1,1
hv126_01_9,hv125_01,1,0.9752196432943799,0.9752196432943799,1,1
shlquest_2,hv024_1,1,0.9254950364792058,0.9254950364792058,1,1
hml17_01_5,hml17_5,1,0.9999999999999998,0.9999999999999998,1,0
hv215_21,hv214_11,1,0.9999999999999998,0.9999999999999998,1,0
hv122_01_2,hv124_01,1,0.9068164529913987,0.9068164529913987,1,0
hv024_5,hv023_10,1,0.9237755630494207,0.9237755630494207,1,1
hv024_9,hv023_11,1,1,1,1,1
sh106az_0,hv237z_0,1,0.9999999999999999,0.9999999999999999,1,1
sh106az_1,hv237z_1,1,1,1,1,1
hiv05,scweight,1,0.9377098785046083,0.9377098785046083,1,0
hv215_24,hv214_26,1,1,1,1,0
sh104h_9,sh104g_9,1,0.9249369400927381,0.9249369400927381,1,0
sh104i_9,sh104g_9,1,0.9110518732542787,0.9110518732542787,1,0
sh104i_9,sh104h_9,1,0.9256420675434694,0.9256420675434694,1,1
sh13_01_0,hv106_01_0,1,1,1,1,0
sh13_01_0,hv109_01_0,1,1,1,1,1
hv101_01_10,hv218,1,0.9058347502486961,0.9058347502486961,1,0
hv024_8,hv023_21,1,0.9299533401408033,0.9299533401408033,1,1
hv024_10,hv023_23,1,0.9711569498737579,0.9711569498737579,1,1
hv024_12,hv023_25,1,0.9002409585063152,0.9002409585063152,1,0
shlangua_6,hv024_1,1,0.9624931319868008,0.9624931319868008,1,1
shlangua_5,hv024_5,1,0.9332942157643324,0.9332942157643324,1,1
sh21_11,hv201_11,1,1,1,1,0
sh21_12,hv201_12,1,0.9999999999999998,0.9999999999999998,1,0
sh21_13,hv201_13,1,1,1,1,0
sh21_23,hv201_32,1,0.9747131748737417,0.9747131748737417,1,0
sh21_41,hv201_41,1,1,1,1,0
sh21_71,hv201_71,1,0.9999999999999998,0.9999999999999998,1,0
sh21_96,hv201_96,1,1,1,1,0
sh21_99,hv201_99,1,0.9999999999999998,0.9999999999999998,1,0
sh28c_0,hv212_0,1,0.9376164898104503,0.9376164898104503,1,0
sh28c_1,hv212_1,1,0.937706309609001,0.937706309609001,1,0
sh14_9,hv106_9,1,0.9485025792569796,0.9485025792569796,1,0
sh14_9,hv109_9,1,0.9485025792569796,0.9485025792569796,1,1
hv121_2,hv110_1,1,0.9812457991896835,0.9812457991896835,1,0
hv122_2,hv110_1,1,0.9128102238424567,0.9128102238424567,1,0
hv126_01_0,hv122_01_0,1,0.9573664400689372,0.9573664400689372,1,1
hv234a_0,hv234_0,1,1,1,1,0
hv234a_9,hv234_999,1,0.9999999999999999,0.9999999999999999,1,0
hv237c_0,hv237_0,1,0.9385132067790116,0.9385132067790116,1,0
hv237c_1,hv237_1,1,0.9382504698914619,0.9382504698914619,1,0
hv237g_9,hv237_9,1,1,1,1,1
hv237g_9,hv237a_9,1,1,1,1,1
hv237g_9,hv237b_9,1,1,1,1,1
hv237g_9,hv237c_9,1,1,1,1,1
hv237g_9,hv237d_9,1,1,1,1,1
hv237g_9,hv237f_9,1,1,1,1,1
hv237x_9,hv237g_9,1,1,1,1,1
hv237z_9,hv237g_9,1,1,1,1,1
sh110m_9,hv243c_9,1,1,1,1,1
sh118f_9,sh118e_9,1,0.925661988576834,0.925661988576834,1,1
hv126_2,hv125_1,1,0.9073302760983076,0.9073302760983076,1,1
hv126_01_2,hv121_01_2,1,0.9573726512475916,0.9573726512475916,1,1
hv126_01_2,hv122_01_2,1,1,1,1,1
sh48,v003,1,1,1,1,0
sh51,hv105,1,0.9992417475107159,0.9992417475107159,1,0
sh48,idxh4,1,1,1,1,1
sh51,hml16,1,0.9991240665779667,0.9991240665779667,1,1
hivline,sh48,1,1,1,1,1
hv026_0,hv023_1,1,0.9956239657704482,0.9956239657704482,1,1
hv030_81,hv023_10,1,0.9186388657525029,0.9186388657525029,1,1
hv031_82,hv023_10,1,0.9186388657525029,0.9186388657525029,1,1
hv024_11,hv023_11,1,1,1,1,1
hv030_101,hv023_12,1,0.9711279285684897,0.9711279285684897,1,1
hv031_102,hv023_12,1,0.9711279285684897,0.9711279285684897,1,1
hv030_81,hv024_10,1,0.9186388657525029,0.9186388657525029,1,1
hv031_82,hv024_10,1,0.9186388657525029,0.9186388657525029,1,1
hv030_101,hv024_12,1,0.9711279285684897,0.9711279285684897,1,1
hv031_102,hv024_12,1,0.9711279285684897,0.9711279285684897,1,1
hv031_12,hv030_11,1,1,1,1,0
hv031_22,hv030_21,1,1,1,1,0
hv031_32,hv030_31,1,0.9888929518491688,0.9888929518491688,1,0
hv031_42,hv030_41,1,0.9999999999999999,0.9999999999999999,1,0
hv031_52,hv030_51,1,1,1,1,0
hv031_62,hv030_61,1,1,1,1,0
hv031_72,hv030_71,1,1,1,1,0
hv031_92,hv030_91,1,0.9999999999999998,0.9999999999999998,1,0
hv031_102,hv030_101,1,1,1,1,1
hv031_112,hv030_111,1,0.9968832733192925,0.9968832733192925,1,0
hv031_122,hv030_121,1,0.993860378891043,0.993860378891043,1,0
hv031_132,hv030_131,1,1,1,1,0
hv031_142,hv030_141,1,0.9999999999999999,0.9999999999999999,1,0
hv031_152,hv030_151,1,1,1,1,0
sh28d_9,hv210_9,1,0.9085487203701144,0.9085487203701144,1,1
sh35_1,hv234_0,1,0.9999999999999999,0.9999999999999999,1,0
sh35_2,hv234_7,1,0.9999999999999999,0.9999999999999999,1,0
sh35_3,hv234_15,1,1,1,1,0
sh35_4,hv234_30,1,1,1,1,0
sh35_5,hv234_995,1,0.9999999999999999,0.9999999999999999,1,0
sh35_9,hv234_999,1,0.9999999999999998,0.9999999999999998,1,0
sh50_1,hv104_1,1,1,1,1,0
sh50_2,hv104_2,1,1,1,1,0
sh07a_6,hv115_0,1,1,1,1,0
sh07a_1,hv115_1,1,0.9999999999999999,0.9999999999999999,1,0
sh07a_2,hv115_2,1,1,1,1,0
sh07a_5,hv115_3,1,1,1,1,0
sh07a_3,hv115_4,1,1,1,1,0
sh07a_4,hv115_5,1,1,1,1,0
sh07a_9,hv115_9,1,1,1,1,0
sh07a_6,hv116_0,1,1,1,1,1
sh07a_9,hv116_9,1,1,1,1,1
sh50_1,hv117_0,1,0.9886666353347093,0.9886666353347093,1,1
sh50_2,hv117_1,1,0.9886666353347094,0.9886666353347094,1,1
sh50_2,hv118_0,1,0.9787023916406717,0.9787023916406717,1,1
sh50_1,hv118_1,1,0.9787023916406717,0.9787023916406717,1,1
sh07a_01_6,hv115_01_0,1,1,1,1,0
sh07a_01_1,hv115_01_1,1,0.9999999999999999,0.9999999999999999,1,0
sh07a_01_2,hv115_01_2,1,1,1,1,0
sh07a_01_5,hv115_01_3,1,1,1,1,0
sh07a_01_3,hv115_01_4,1,1,1,1,0
sh07a_01_4,hv115_01_5,1,1,1,1,0
sh07a_01_9,hv115_01_9,1,1,1,1,0
sh07a_01_6,hv116_01_0,1,1,1,1,1
sh07a_01_9,hv116_01_9,1,1,1,1,1
sh59_01_3,sh58_01_3,1,0.9469637266673719,0.9469637266673719,1,0
sh03_01_2,hv218,1,1,1,1,0
hv246g,hv246b,1,0.9300216882764409,0.9300216882764409,1,0
hv211_9,hv207_9,1,0.9999999999999998,0.9999999999999998,1,1
hv212_9,hv207_9,1,0.9999999999999998,0.9999999999999998,1,1
hv217_0,hv207_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243a_9,hv207_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243c_9,hv207_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243d_9,hv207_9,1,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv207_9,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv207_9,1,0.9999999999999998,0.9999999999999998,1,1
hv211_9,hv209_9,1,0.9999999999999998,0.9999999999999998,1,1
hv212_9,hv209_9,1,0.9999999999999998,0.9999999999999998,1,1
hv217_0,hv209_9,1,0.9999999999999998,0.9999999999999998,1,1
hv226_99,hv209_9,1,0.9999999999999998,0.9999999999999998,1,1
hv227_9,hv209_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243c_9,hv209_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243d_9,hv209_9,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv209_9,1,0.9999999999999998,0.9999999999999998,1,1
hv217_0,hv211_9,1,0.9999999999999998,0.9999999999999998,1,1
hv226_99,hv211_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243a_9,hv211_9,1,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv211_9,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv211_9,1,0.9999999999999998,0.9999999999999998,1,1
hv217_0,hv212_9,1,0.9999999999999998,0.9999999999999998,1,1
hv226_99,hv212_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243a_9,hv212_9,1,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv212_9,1,0.9999999999999998,0.9999999999999998,1,1
hv226_99,hv217_0,1,0.9999999999999998,0.9999999999999998,1,1
hv227_9,hv217_0,1,0.9999999999999998,0.9999999999999998,1,1
hv243a_9,hv217_0,1,0.9999999999999998,0.9999999999999998,1,1
hv243c_9,hv217_0,1,0.9999999999999998,0.9999999999999998,1,1
hv243d_9,hv217_0,1,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv217_0,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv217_0,1,0.9999999999999998,0.9999999999999998,1,1
hv243a_9,hv226_99,1,0.9999999999999998,0.9999999999999998,1,1
hv243c_9,hv226_99,1,0.9999999999999998,0.9999999999999998,1,1
hv243d_9,hv226_99,1,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv226_99,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv226_99,1,0.9999999999999998,0.9999999999999998,1,1
hv243a_9,hv227_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243d_9,hv227_9,1,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv227_9,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv227_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243c_9,hv243a_9,1,0.9999999999999998,0.9999999999999998,1,1
hv243d_9,hv243a_9,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv243a_9,1,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv243c_9,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv243c_9,1,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv243d_9,1,0.9999999999999998,0.9999999999999998,1,1
sh118f_9,hv243d_9,1,0.9999999999999998,0.9999999999999998,1,1
sh109ab_9,sh109aa_9,1,0.9999999999999999,0.9999999999999999,1,0
sh109ac_9,sh109aa_9,1,0.9999999999999999,0.9999999999999999,1,0
sh109ac_9,sh109ab_9,1,0.9999999999999999,0.9999999999999999,1,1
sh118f_9,sh110g_9,1,0.9999999999999998,0.9999999999999998,1,1
sh23_01_9,sh21_01_9,1,1,1,1,0
sheligdvm_1,sheligdvw_0,1,1,1,1,0
sheligdvm_0,sheligdvw_1,1,1,1,1,0
shdistr_7,hv024_4,1,1,1,1,1
sh111e_9,hv208_9,1,1,1,1,1
sh111f_9,hv208_9,1,1,1,1,1
sh111g_9,hv208_9,1,1,1,1,1
sh111h_9,hv208_9,1,1,1,1,1
sh111e_9,hv209_9,1,1,1,1,1
sh111f_9,hv209_9,1,1,1,1,1
sh111g_9,hv209_9,1,1,1,1,1
sh121f_9,hv212_9,1,1,1,1,1
sh111e_9,hv221_9,1,1,1,1,1
sh111f_9,hv221_9,1,1,1,1,1
sh111g_9,hv221_9,1,1,1,1,1
sh111h_9,hv221_9,1,1,1,1,1
sh121f_9,hv243d_9,1,1,1,1,1
sh111f_9,sh111e_9,1,1,1,1,1
sh111g_9,sh111e_9,1,1,1,1,1
sh111h_9,sh111e_9,1,1,1,1,1
sh111g_9,sh111f_9,1,1,1,1,1
sh111h_9,sh111f_9,1,1,1,1,1
sh111h_9,sh111g_9,1,1,1,1,1
sh121g_9,sh121f_9,1,1,1,1,1
sh23_2,hv106_0,1,0.9976969173554483,0.9976969173554483,1,0
sh23_2,hv109_0,1,0.9976969173554483,0.9976969173554483,1,1
sh04a_01_94,sh04a_94,1,1,1,1,0
sh23_01_2,hv106_01_0,1,0.9904012504055202,0.9904012504055202,1,0
sh23_01_2,hv109_01_0,1,0.9904012504055202,0.9904012504055202,1,1
hv116_01_2,hv115_01_4,1,0.9155280005902875,0.9155280005902875,1,0
sh25j_9,hv207_9,1,1,1,1,1
sh25l_9,hv207_9,1,1,1,1,1
sh25m_9,hv207_9,1,1,1,1,1
sh25n_9,hv207_9,1,1,1,1,1
sh25j_9,hv208_9,1,1,1,1,1
sh25l_9,hv208_9,1,1,1,1,1
sh25m_9,hv208_9,1,1,1,1,1
sh25n_9,hv208_9,1,1,1,1,1
sh25l_9,sh25j_9,1,1,1,1,1
sh25m_9,sh25j_9,1,1,1,1,1
sh25n_9,sh25j_9,1,1,1,1,1
sh25m_9,sh25l_9,1,1,1,1,1
sh25n_9,sh25l_9,1,1,1,1,1
sh25n_9,sh25m_9,1,1,1,1,1
sh28h_9,sh28g_9,1,1,1,1,0
sh28j_9,sh28g_9,1,0.9257015644542533,0.9257015644542533,1,0
sh28j_9,sh28h_9,1,0.9257015644542533,0.9257015644542533,1,1
sh111a_1,hv206_1,1,0.9352618993193066,0.9352618993193066,1,0
hv215_96,hv213_96,1,0.9999999999999999,0.9999999999999999,1,0
hv234a_1,hv234_15,1,1,1,1,0
hv246g,hv246e,1,0.9134988176285689,0.9134988176285689,1,0
hv246h,hv246e,1,0.9465117000236429,0.9465117000236429,1,0
hv246i,hv246e,1,0.9176206946154112,0.9176206946154112,1,0
hv246c_99,hv246e,1,0.9464705915899753,0.9464705915899753,1,0
hv246g,hv246f,1,0.9001018670203822,0.9001018670203822,1,0
hv246h,hv246f,1,0.9336851960692142,0.9336851960692142,1,0
hv246i,hv246f,1,0.9023421514566179,0.9023421514566179,1,0
hv246c_99,hv246f,1,0.9315130692199233,0.9315130692199233,1,0
hv246h,hv246g,1,0.9648500581970787,0.9648500581970787,1,1
hv246i,hv246g,1,0.934825880639467,0.934825880639467,1,1
hv246c_99,hv246g,1,0.9649008875494619,0.9649008875494619,1,1
hv246i,hv246h,1,0.9689423765062248,0.9689423765062248,1,1
hv246c_99,hv246h,1,0.9999489273906392,0.9999489273906392,1,1
hv246c_99,hv246i,1,0.9689934066672786,0.9689934066672786,1,1
shdistr_42,hv026_0,1,1,1,1,1
shcounci_1,hv026_1,1,0.9301002970474442,0.9301002970474442,1,1
hv226_99,hv213_99,1,0.925681948596706,0.925681948596706,1,0
sh138_1,hv234_0,1,1,1,1,0
sh138_2,hv234_7,1,1,1,1,0
sh138_3,hv234_15,1,1,1,1,0
sh138_6,hv234_994,1,1,1,1,0
sh138_4,hv234_995,1,1,1,1,0
sh138_9,hv234_999,1,1,1,1,0
hv237x_0,hv237e_0,1,0.9280142734552631,0.9280142734552631,1,1
sh23_0,hv106_0,1,0.9993972843316808,0.9993972843316808,1,0
sh23_9,hv106_9,1,0.992320696679412,0.992320696679412,1,0
sh23_0,hv109_0,1,0.9993972843316808,0.9993972843316808,1,1
sh23_9,hv109_9,1,0.992320696679412,0.992320696679412,1,1
sh23_01_0,hv106_01_0,1,0.9999999999999999,0.9999999999999999,1,0
sh23_01_9,hv106_01_9,1,1,1,1,0
sh23_01_0,hv109_01_0,1,0.9999999999999999,0.9999999999999999,1,1
sh23_01_9,hv109_01_9,1,1,1,1,1
hml12_01_1,hml13_01,1,0.9105611595207797,0.9105611595207797,1,0
hml20_01_1,hml13_01,1,0.9084222807646593,0.9084222807646593,1,0
sh102_11,hv201_11,1,1,1,1,0
sh102_12,hv201_12,1,1,1,1,0
sh102_13,hv201_13,1,0.9999999999999999,0.9999999999999999,1,0
sh102_21,hv201_21,1,1,1,1,0
sh102_31,hv201_31,1,1,1,1,0
sh102_32,hv201_32,1,0.9999999999999998,0.9999999999999998,1,0
sh102_41,hv201_41,1,1,1,1,0
sh102_42,hv201_42,1,1,1,1,0
sh102_81,hv201_43,1,1,1,1,0
sh102_51,hv201_51,1,1,1,1,0
sh102_61,hv201_61,1,1,1,1,0
sh102_71,hv201_62,1,1,1,1,0
sh102_92,hv201_71,1,0.9840440718228122,0.9840440718228122,1,0
sh102_96,hv201_96,1,1,1,1,0
sh102_99,hv201_99,1,0.9999999999999999,0.9999999999999999,1,0
sh110i_9,hv206_9,1,1,1,1,1
sh110j_9,hv206_9,1,1,1,1,1
sh110i_9,hv207_9,1,0.9128096400463902,0.9128096400463902,1,1
sh110j_9,hv207_9,1,0.9128096400463902,0.9128096400463902,1,1
sh110h_9,hv209_9,1,0.9353515271543329,0.9353515271543329,1,1
hv215_99,hv213_99,1,0.9331310622568485,0.9331310622568485,1,0
hv102_9,hv217_0,1,1,1,1,1
hv102_01_9,hv217_0,1,1,1,1,1
sh110i_9,hv221_9,1,0.9128096400463902,0.9128096400463902,1,1
sh110j_9,hv221_9,1,0.9128096400463902,0.9128096400463902,1,1
hv237e_9,hv237_9,1,0.9700772695182525,0.9700772695182525,1,1
hv237e_0,hv237d_0,1,0.9093938679979405,0.9093938679979405,1,0
sh110h_9,hv243a_9,1,0.9353515271543329,0.9353515271543329,1,1
sh110j_9,sh110i_9,1,1,1,1,1
sh123ac_9,sh123ab_9,1,0.9486514539574563,0.9486514539574563,1,0
sh123ad_9,sh123ab_9,1,1,1,1,0
sh123ae_9,sh123ab_9,1,1,1,1,0
sh123af_9,sh123ab_9,1,1,1,1,0
sh123ag_9,sh123ab_9,1,1,1,1,0
sh123ad_9,sh123ac_9,1,0.9486514539574563,0.9486514539574563,1,1
sh123ae_9,sh123ac_9,1,0.9486514539574563,0.9486514539574563,1,1
sh123af_9,sh123ac_9,1,0.9486514539574563,0.9486514539574563,1,1
sh123ag_9,sh123ac_9,1,0.9486514539574563,0.9486514539574563,1,1
sh123ae_9,sh123ad_9,1,1,1,1,1
sh123af_9,sh123ad_9,1,1,1,1,1
sh123ag_9,sh123ad_9,1,1,1,1,1
sh123af_9,sh123ae_9,1,1,1,1,1
sh123ag_9,sh123ae_9,1,1,1,1,1
sh123ag_9,sh123af_9,1,1,1,1,1
hv227_1,hml1a,1,0.9173402336923415,0.9173402336923415,1,1
hml19_1,hml13,1,0.9484374018552629,0.9484374018552629,1,0
hv247_9,hv210_9,1,0.96594259123483,0.96594259123483,1,1
sh121e_9,hv210_9,1,0.9999999999999998,0.9999999999999998,1,1
hv244_9,hv211_9,1,0.9070647240109354,0.9070647240109354,1,1
hv246_9,hv211_9,1,0.9911509908821658,0.9911509908821658,1,1
hv247_9,hv211_9,1,0.96594259123483,0.96594259123483,1,1
sh121e_9,hv211_9,1,0.9999999999999998,0.9999999999999998,1,1
hv244_9,hv212_9,1,0.9070647240109354,0.9070647240109354,1,1
hv246_9,hv212_9,1,0.9911509908821658,0.9911509908821658,1,1
hv247_9,hv212_9,1,0.96594259123483,0.96594259123483,1,1
sh121e_9,hv212_9,1,0.9999999999999998,0.9999999999999998,1,1
hv247_9,hv227_9,1,0.96594259123483,0.96594259123483,1,1
sh121e_9,hv227_9,1,0.9999999999999998,0.9999999999999998,1,1
hv237x_0,hv237f_0,1,0.9323648822254301,0.9323648822254301,1,0
hv244_9,hv243c_9,1,0.9070647240109354,0.9070647240109354,1,1
hv246_9,hv243c_9,1,0.9911509908821658,0.9911509908821658,1,1
hv247_9,hv243c_9,1,0.96594259123483,0.96594259123483,1,1
sh121e_9,hv243c_9,1,0.9999999999999998,0.9999999999999998,1,1
sh121e_9,hv244_9,1,0.9070647240109354,0.9070647240109354,1,1
hv247_9,hv246_9,1,0.9573896516545592,0.9573896516545592,1,1
sh121e_9,hv246_9,1,0.9911509908821658,0.9911509908821658,1,1
sh121e_9,hv247_9,1,0.96594259123483,0.96594259123483,1,1
hv026_0,hv024_7,1,0.9992779100352733,0.9992779100352733,1,1
hv030_66,hv024_7,1,1,1,1,1
hv030_66,hv026_0,1,0.9992779100352733,0.9992779100352733,1,1
hv121_01_9,hv110_01,1,0.9970613063502047,0.9970613063502047,1,0
sh108a_1,hv206_1,1,0.9544061686834198,0.9544061686834198,1,0
sheduc_0,hv106_0,1,1,1,1,0
sheduc_3,hv106_2,1,0.9880580263901709,0.9880580263901709,1,0
sheduc_9,hv106_9,1,1,1,1,0
sheduc_0,hv109_0,1,1,1,1,1
sheduc_1,hv109_1,1,1,1,1,1
sheduc_2,hv109_2,1,1,1,1,0
sheduc_3,hv109_3,1,0.9791326464752783,0.9791326464752783,1,1
sheduc_9,hv109_9,1,1,1,1,1
sheduc_01_0,hv106_01_0,1,1,1,1,0
sheduc_01_3,hv106_01_2,1,0.9642846131473503,0.9642846131473503,1,0
sheduc_01_9,hv106_01_9,1,0.9999999999999999,0.9999999999999999,1,0
sheduc_01_0,hv109_01_0,1,1,1,1,1
sheduc_01_1,hv109_01_1,1,1,1,1,1
sheduc_01_2,hv109_01_2,1,0.9999999999999999,0.9999999999999999,1,0
sheduc_01_3,hv109_01_3,1,0.9399440629419527,0.9399440629419527,1,1
sheduc_01_9,hv109_01_9,1,0.9999999999999999,0.9999999999999999,1,1
hv244_8,sh112a,1,0.9652995073186612,0.9652995073186612,1,0
sh100_11,hv201_11,1,0.9999999999999998,0.9999999999999998,1,0
sh100_12,hv201_12,1,1,1,1,0
sh100_13,hv201_13,1,1,1,1,0
sh100_33,hv201_31,1,0.9871174969210519,0.9871174969210519,1,0
sh100_23,hv201_32,1,0.941883827293754,0.941883827293754,1,0
sh100_41,hv201_41,1,1,1,1,0
sh100_42,hv201_42,1,1,1,1,0
sh100_51,hv201_51,1,1,1,1,0
sh100_61,hv201_61,1,1,1,1,0
sh100_71,hv201_71,1,0.9999999999999999,0.9999999999999999,1,0
sh100_96,hv201_96,1,1,1,1,0
sh102_1,hv205_11,1,0.9999999999999999,0.9999999999999999,1,0
sh102_2,hv205_21,1,1,1,1,0
sh102_4,hv205_22,1,0.9257429545325361,0.9257429545325361,1,0
sh102_8,hv205_31,1,1,1,1,0
sh102_7,hv205_41,1,1,1,1,0
sh102_96,hv205_96,1,1,1,1,0
hv246g,hv246c,1,0.9397339511267155,0.9397339511267155,1,0
shlangq_4,hv024_9,1,0.9595970770611942,0.9595970770611942,1,1
sh101_11,hv201_11,1,1,1,1,0
sh101_12,hv201_12,1,0.9999999999999999,0.9999999999999999,1,0
sh101_13,hv201_13,1,1,1,1,0
sh101_91,hv201_61,1,0.9999999999999999,0.9999999999999999,1,0
sh101_93,hv201_71,1,0.9999999999999999,0.9999999999999999,1,0
sh101_96,hv201_96,1,0.9999999999999999,0.9999999999999999,1,0
hv206_9,hv201_99,1,1,1,1,0
hv207_9,hv201_99,1,1,1,1,0
hv210_9,hv201_99,1,1,1,1,0
hv215_99,hv201_99,1,1,1,1,0
hv226_99,hv201_99,1,1,1,1,0
hv227_9,hv201_99,1,1,1,1,0
hv237_9,hv201_99,1,1,1,1,0
hv244_9,hv201_99,1,1,1,1,0
hv246_9,hv201_99,1,1,1,1,0
sh101_99,hv201_99,1,1,1,1,0
sh111i_9,hv201_99,1,1,1,1,0
sh101_11,hv202_11,1,0.9978682427640863,0.9978682427640863,1,1
sh101_12,hv202_12,1,0.9981297188226367,0.9981297188226367,1,1
sh101_13,hv202_13,1,0.9969025993142726,0.9969025993142726,1,1
sh101_91,hv202_61,1,0.9999999999999999,0.9999999999999999,1,1
sh101_96,hv202_96,1,0.9999999999999999,0.9999999999999999,1,1
hv210_9,hv206_9,1,1,1,1,1
hv215_99,hv206_9,1,1,1,1,1
hv226_99,hv206_9,1,1,1,1,1
hv237_9,hv206_9,1,1,1,1,1
hv244_9,hv206_9,1,1,1,1,1
hv246_9,hv206_9,1,1,1,1,1
sh101_99,hv206_9,1,1,1,1,1
sh111i_9,hv206_9,1,1,1,1,1
hv210_9,hv207_9,1,1,1,1,1
hv215_99,hv207_9,1,1,1,1,1
hv237_9,hv207_9,1,1,1,1,1
hv244_9,hv207_9,1,1,1,1,1
hv246_9,hv207_9,1,1,1,1,1
sh101_99,hv207_9,1,1,1,1,1
sh111i_9,hv207_9,1,1,1,1,1
hv215_99,hv210_9,1,1,1,1,1
hv226_99,hv210_9,1,1,1,1,1
hv237_9,hv210_9,1,1,1,1,1
sh101_99,hv210_9,1,1,1,1,1
sh111i_9,hv210_9,1,1,1,1,1
sh121g_9,hv211_9,1,1,1,1,1
hv226_99,hv215_99,1,1,1,1,1
hv227_9,hv215_99,1,1,1,1,1
hv237_9,hv215_99,1,1,1,1,1
hv244_9,hv215_99,1,1,1,1,1
hv246_9,hv215_99,1,1,1,1,1
sh101_99,hv215_99,1,1,1,1,1
sh111i_9,hv215_99,1,1,1,1,1
hv237_9,hv226_99,1,1,1,1,1
hv244_9,hv226_99,1,1,1,1,1
hv246_9,hv226_99,1,1,1,1,1
sh101_99,hv226_99,1,1,1,1,1
sh111i_9,hv226_99,1,1,1,1,1
hv237_9,hv227_9,1,1,1,1,1
sh101_99,hv227_9,1,1,1,1,1
sh111i_9,hv227_9,1,1,1,1,1
hv244_9,hv237_9,1,1,1,1,1
hv246_9,hv237_9,1,1,1,1,1
sh101_99,hv237_9,1,1,1,1,1
sh111i_9,hv237_9,1,1,1,1,1
sh121g_9,hv243b_9,1,1,1,1,1
sh121g_9,hv243c_9,1,1,1,1,1
hv246_9,hv244_9,1,1,1,1,1
sh101_99,hv244_9,1,1,1,1,1
sh111i_9,hv244_9,1,1,1,1,1
sh101_99,hv246_9,1,1,1,1,1
sh111i_9,hv246_9,1,1,1,1,1
sh111i_9,sh101_99,1,1,1,1,1
sh108cb_9,sh108ca_9,1,1,1,1,0
sh108cc_9,sh108ca_9,1,1,1,1,0
sh108cd_9,sh108ca_9,1,1,1,1,0
sh108ce_9,sh108ca_9,1,1,1,1,0
sh108cf_9,sh108ca_9,1,1,1,1,0
sh108ch_9,sh108ca_9,1,1,1,1,0
sh108cx_9,sh108ca_9,1,1,1,1,0
sh108cc_9,sh108cb_9,1,1,1,1,1
sh108cd_9,sh108cb_9,1,1,1,1,1
sh108ce_9,sh108cb_9,1,1,1,1,1
