var1,var2,total,avg_r,max_r,removeVar1,removeVar2
sh108cf_9,sh108cb_9,1,1,1,1,1
sh108ch_9,sh108cb_9,1,1,1,1,1
sh108cx_9,sh108cb_9,1,1,1,1,1
sh108cd_9,sh108cc_9,1,1,1,1,1
sh108ce_9,sh108cc_9,1,1,1,1,1
sh108cf_9,sh108cc_9,1,1,1,1,1
sh108ch_9,sh108cc_9,1,1,1,1,1
sh108cx_9,sh108cc_9,1,1,1,1,1
sh108ce_9,sh108cd_9,1,1,1,1,1
sh108cf_9,sh108cd_9,1,1,1,1,1
sh108ch_9,sh108cd_9,1,1,1,1,1
sh108cx_9,sh108cd_9,1,1,1,1,1
sh108cf_9,sh108ce_9,1,1,1,1,1
sh108ch_9,sh108ce_9,1,1,1,1,1
sh108cx_9,sh108ce_9,1,1,1,1,1
sh108ch_9,sh108cf_9,1,1,1,1,1
sh108cx_9,sh108cf_9,1,1,1,1,1
sh108cx_9,sh108ch_9,1,1,1,1,1
sh111u_9,sh111t_9,1,0.9999999999999998,0.9999999999999998,1,0
sh137ba_9,sh137a_9,1,0.9307817636936544,0.9307817636936544,1,0
sh137bb_9,sh137a_9,1,0.9307817636936544,0.9307817636936544,1,0
sh137bc_9,sh137a_9,1,0.9307817636936544,0.9307817636936544,1,0
sh137bd_9,sh137a_9,1,0.9307817636936544,0.9307817636936544,1,0
sh137bx_9,sh137a_9,1,0.9307817636936544,0.9307817636936544,1,0
sh137bb_9,sh137ba_9,1,1,1,1,1
sh137bc_9,sh137ba_9,1,1,1,1,1
sh137bd_9,sh137ba_9,1,1,1,1,1
sh137bx_9,sh137ba_9,1,1,1,1,1
sh137bc_9,sh137bb_9,1,1,1,1,1
sh137bd_9,sh137bb_9,1,1,1,1,1
sh137bx_9,sh137bb_9,1,1,1,1,1
sh137bd_9,sh137bc_9,1,1,1,1,1
sh137bx_9,sh137bc_9,1,1,1,1,1
sh137bx_9,sh137bd_9,1,1,1,1,1
shlocal_0,hv023_9,1,0.9603532345241685,0.9603532345241685,1,1
shlangq_4,hv024_10,1,0.9913307881530823,0.9913307881530823,1,1
v007,hv007,1,0.9940902438697055,0.9940902438697055,1,0
v012,hv105,1,0.9988420938364299,0.9988420938364299,1,0
v012,hml16,1,0.9999887587340046,0.9999887587340046,1,1
hiv05,v005,1,0.9605098387489556,0.9605098387489556,1,0
v011,v010,1,0.9995990854020476,0.9995990854020476,1,0
hv026_0,hv023_9,1,1,1,1,1
v026_0,hv023_9,1,1,1,1,1
hv026_1,hv023_10,1,1,1,1,1
v026_1,hv023_10,1,1,1,1,1
v026_0,hv024_9,1,1,1,1,1
hv026_1,hv024_10,1,1,1,1,1
v026_1,hv024_10,1,1,1,1,1
v026_3,hv025_2,1,1,1,1,1
v026_0,hv026_0,1,1,1,1,1
v026_1,hv026_1,1,1,1,1,1
v026_2,hv026_2,1,1,1,1,1
v026_3,hv026_3,1,1,1,1,1
hv202_71,hv201_71,1,1,1,1,0
shlangin_1,shlangq_1,1,0.9219359541996769,0.9219359541996769,1,0
shlangin_2,shlangq_2,1,0.9298698977703755,0.9298698977703755,1,0
slangint_1,shlangin_1,1,0.9341069930210517,0.9341069930210517,1,1
slangint_2,shlangin_2,1,0.915405286931544,0.915405286931544,1,1
v149_0,v106_0,1,1,1,1,0
v149_3,v106_2,1,0.9671501318001909,0.9671501318001909,1,0
v149_5,v106_3,1,1,1,1,0
v312_4,v307_04_1,1,1,1,1,0
v313_0,v312_0,1,1,1,1,0
v313_2,v312_9,1,0.9225265933946688,0.9225265933946688,1,0
v313_1,v312_10,1,1,1,1,0
v502_1,v501_1,1,0.9607407143758727,0.9607407143758727,1,0
shetime,shbtime,1,0.9396251819959908,0.9396251819959908,1,0
hv024_10,hv023_1,1,1,1,1,1
hv024_9,hv023_10,1,1,1,1,1
hv024_2,hv023_12,1,0.9505340117225914,0.9505340117225914,1,1
hv024_3,hv023_13,1,0.9366356566481434,0.9366356566481434,1,1
hv024_5,hv023_15,1,0.92735704531771,0.92735704531771,1,1
hv024_6,hv023_16,1,0.9403409685778381,0.9403409685778381,1,1
hv024_8,hv023_18,1,0.9441166880968678,0.9441166880968678,1,1
sh105_0,hv237_0,1,1,1,1,0
hv237z_1,hv237_8,1,1,1,1,0
hv237z_1,hv237a_8,1,1,1,1,0
hv237z_1,hv237b_8,1,1,1,1,0
hv237z_1,hv237c_8,1,1,1,1,0
hv237z_1,hv237d_8,1,1,1,1,0
hv237z_1,hv237e_8,1,1,1,1,0
hv237z_1,hv237f_8,1,1,1,1,0
hv237z_1,hv237x_8,1,1,1,1,0
sh105_8,hv237z_1,1,1,1,1,1
sh16_2,hv106_0,1,0.9934477564162729,0.9934477564162729,1,0
sh16_2,hv109_0,1,0.9934477564162729,0.9934477564162729,1,1
sh16_01_2,hv106_01_0,1,0.9983110469532512,0.9983110469532512,1,0
sh16_01_2,hv109_01_0,1,0.9983110469532512,0.9983110469532512,1,1
v004,v001,1,1,1,1,0
v021,v001,1,1,1,1,0
v004,hv004,1,1,1,1,1
v021,hv004,1,1,1,1,1
hv008a,hv006,1,0.988284818608189,0.988284818608189,1,0
v008,hv006,1,0.9711681506918133,0.9711681506918133,1,0
v008a,hv006,1,0.9627176930158022,0.9627176930158022,1,0
v006,hv008,1,0.9711681506918136,0.9711681506918136,1,1
v008a,hv008,1,0.9627176930158022,0.9627176930158022,1,1
v006,hv008a,1,0.9599130137382018,0.9599130137382018,1,1
v008,hv008a,1,0.9599130137382018,0.9599130137382018,1,1
v008a,hv008a,1,0.9735577666114301,0.9735577666114301,1,1
hiv02,hv008a,1,0.9632142642833805,0.9632142642833805,1,1
v016,hv016,1,0.9447930495503134,0.9447930495503134,1,0
v028,hv018,1,0.9482687013225174,0.9482687013225174,1,0
v030,hv018,1,0.9562126392879141,0.9562126392879141,1,0
v004,hv021,1,1,1,1,1
v021,hv021,1,1,1,1,1
v028,hv030,1,0.9596561868505954,0.9596561868505954,1,1
v030,hv030,1,0.9999936256959985,0.9999936256959985,1,1
v152,hv220,1,0.9999988035997949,0.9999988035997949,1,0
v191,hv271,1,1,1,1,0
hivage,hv105,1,0.9943506988051667,0.9943506988051667,1,0
hivage,hml16,1,1,1,1,1
v021,v004,1,1,1,1,1
hivclust,v004,1,1,1,1,1
v008,v006,1,1,1,1,1
v008a,v006,1,0.988359367933175,0.988359367933175,1,1
hiv02,v006,1,0.9709889642678189,0.9709889642678189,1,1
v008a,v008,1,0.988359367933175,0.988359367933175,1,1
hiv02,v008a,1,0.9833263587080711,0.9833263587080711,1,1
hivclust,v021,1,1,1,1,1
v030,v028,1,0.9596571445696707,0.9596571445696707,1,1
hv105_01,v152,1,0.9999988035997949,0.9999988035997949,1,1
hml16_01,v152,1,0.9971887690787496,0.9971887690787496,1,1
v628,v627,1,0.9904701133260725,0.9904701133260725,1,0
v629,v627,1,0.9695704443199272,0.9695704443199272,1,0
v629,v628,1,0.9711689256169354,0.9711689256169354,1,1
v802,v801,1,0.9457365283361272,0.9457365283361272,1,0
hv024_10,hv022_19,1,0.9999999999999999,0.9999999999999999,1,0
v024_10,hv022_19,1,0.9999999999999999,0.9999999999999999,1,0
hv024_10,hv023_19,1,0.9999999999999999,0.9999999999999999,1,1
v024_10,hv023_19,1,0.9999999999999999,0.9999999999999999,1,1
v024_1,hv024_1,1,0.9999999999999999,0.9999999999999999,1,1
v024_2,hv024_2,1,1,1,1,1
v024_3,hv024_3,1,0.9999999999999998,0.9999999999999998,1,1
v024_4,hv024_4,1,1,1,1,1
v024_5,hv024_5,1,1,1,1,1
v024_6,hv024_6,1,0.9999999999999998,0.9999999999999998,1,1
v024_7,hv024_7,1,1,1,1,1
v024_9,hv024_9,1,1,1,1,1
v024_10,hv024_10,1,0.9999999999999999,0.9999999999999999,1,1
v025_1,hv025_1,1,0.9999999999999999,0.9999999999999999,1,0
v025_2,hv025_2,1,0.9999999999999999,0.9999999999999999,1,1
hv045b_1,hv045a_1,1,0.9874747861073742,0.9874747861073742,1,0
v190_1,hv270_1,1,1,1,1,0
v190_2,hv270_2,1,1,1,1,0
v190_3,hv270_3,1,1,1,1,0
v190_4,hv270_4,1,0.9999999999999999,0.9999999999999999,1,0
v190_5,hv270_5,1,1,1,1,0
s121g_0,sh121g_0,1,0.9346384087288082,0.9346384087288082,1,0
s121g_1,sh121g_1,1,0.9700250615632863,0.9700250615632863,1,0
s121h_0,sh121h_0,1,0.9562973453221331,0.9562973453221331,1,0
s121h_1,sh121h_1,1,0.9603282376324199,0.9603282376324199,1,0
s121i_0,sh121i_0,1,0.949969928187948,0.949969928187948,1,0
s121i_1,sh121i_1,1,0.9647733839539782,0.9647733839539782,1,0
s121j_0,sh121j_0,1,0.978106595335892,0.978106595335892,1,0
s121k_0,sh121k_0,1,0.9820935951174753,0.9820935951174753,1,0
s121l_0,sh121l_0,1,0.9521089235809332,0.9521089235809332,1,0
s121l_1,sh121l_1,1,0.9622948652743436,0.9622948652743436,1,0
s121m_0,sh121m_0,1,0.9695750562755355,0.9695750562755355,1,0
s121m_1,sh121m_1,1,0.9431197262165709,0.9431197262165709,1,0
s121n_0,sh121n_0,1,0.9370420957852519,0.9370420957852519,1,0
s121n_1,sh121n_1,1,0.9694446807518201,0.9694446807518201,1,0
s121o_1,sh121o_1,1,0.9803717361988107,0.9803717361988107,1,0
s121p_1,sh121p_1,1,0.973179803520106,0.973179803520106,1,0
s121q_0,sh121q_0,1,0.9478562940021076,0.9478562940021076,1,0
s121q_1,sh121q_1,1,0.9659265055716393,0.9659265055716393,1,0
s121r_0,sh121r_0,1,0.9775604888072674,0.9775604888072674,1,0
v135_2,hv102_0,1,1,1,1,0
s121g_7,hv102_0,1,1,1,1,0
s121h_7,hv102_0,1,1,1,1,0
s121i_7,hv102_0,1,1,1,1,0
s121j_7,hv102_0,1,1,1,1,0
s121k_7,hv102_0,1,1,1,1,0
s121l_7,hv102_0,1,1,1,1,0
s121m_7,hv102_0,1,1,1,1,0
s121n_7,hv102_0,1,1,1,1,0
s121o_7,hv102_0,1,1,1,1,0
s121p_7,hv102_0,1,1,1,1,0
s121q_7,hv102_0,1,1,1,1,0
s121r_7,hv102_0,1,1,1,1,0
v135_1,hv102_1,1,1,1,1,0
hivsex_1,hv104_1,1,1,1,1,0
hivsex_2,hv104_2,1,1,1,1,0
v149_5,hv106_3,1,0.9125880454933143,0.9125880454933143,1,0
v149_3,hv109_3,1,0.9287395813113007,0.9287395813113007,1,1
v149_5,hv109_5,1,0.9125880454933143,0.9125880454933143,1,1
hivsex_1,hv117_0,1,1,1,1,1
hivsex_2,hv117_1,1,1,1,1,1
hivsex_2,hv118_0,1,1,1,1,1
hivsex_1,hv118_1,1,1,1,1,1
v014_4,hml17_4,1,0.9999999999999999,0.9999999999999999,1,0
s121g_7,v135_2,1,1,1,1,1
s121h_7,v135_2,1,1,1,1,1
s121i_7,v135_2,1,1,1,1,1
s121j_7,v135_2,1,1,1,1,1
s121k_7,v135_2,1,1,1,1,1
s121l_7,v135_2,1,1,1,1,1
s121m_7,v135_2,1,1,1,1,1
s121n_7,v135_2,1,1,1,1,1
s121o_7,v135_2,1,1,1,1,1
s121p_7,v135_2,1,1,1,1,1
s121q_7,v135_2,1,1,1,1,1
s121r_7,v135_2,1,1,1,1,1
v171b_0,v171a_0,1,0.9035126516977183,0.9035126516977183,1,0
s121h_7,s121g_7,1,1,1,1,1
s121i_7,s121g_7,1,1,1,1,1
s121j_7,s121g_7,1,1,1,1,1
s121k_7,s121g_7,1,1,1,1,1
s121l_7,s121g_7,1,1,1,1,1
s121m_7,s121g_7,1,1,1,1,1
s121n_7,s121g_7,1,1,1,1,1
s121o_7,s121g_7,1,1,1,1,1
s121p_7,s121g_7,1,1,1,1,1
s121q_7,s121g_7,1,1,1,1,1
s121r_7,s121g_7,1,1,1,1,1
s121i_7,s121h_7,1,1,1,1,1
s121j_7,s121h_7,1,1,1,1,1
s121k_7,s121h_7,1,1,1,1,1
s121l_7,s121h_7,1,1,1,1,1
s121m_7,s121h_7,1,1,1,1,1
s121n_7,s121h_7,1,1,1,1,1
s121o_7,s121h_7,1,1,1,1,1
s121p_7,s121h_7,1,1,1,1,1
s121q_7,s121h_7,1,1,1,1,1
s121r_7,s121h_7,1,1,1,1,1
s121j_7,s121i_7,1,1,1,1,1
s121k_7,s121i_7,1,1,1,1,1
s121l_7,s121i_7,1,1,1,1,1
s121m_7,s121i_7,1,1,1,1,1
s121n_7,s121i_7,1,1,1,1,1
s121o_7,s121i_7,1,1,1,1,1
s121p_7,s121i_7,1,1,1,1,1
s121q_7,s121i_7,1,1,1,1,1
s121r_7,s121i_7,1,1,1,1,1
s121k_7,s121j_7,1,1,1,1,1
s121l_7,s121j_7,1,1,1,1,1
s121m_7,s121j_7,1,1,1,1,1
s121n_7,s121j_7,1,1,1,1,1
s121o_7,s121j_7,1,1,1,1,1
s121p_7,s121j_7,1,1,1,1,1
s121q_7,s121j_7,1,1,1,1,1
s121r_7,s121j_7,1,1,1,1,1
s121l_7,s121k_7,1,1,1,1,1
s121m_7,s121k_7,1,1,1,1,1
s121n_7,s121k_7,1,1,1,1,1
s121o_7,s121k_7,1,1,1,1,1
s121p_7,s121k_7,1,1,1,1,1
s121q_7,s121k_7,1,1,1,1,1
s121r_7,s121k_7,1,1,1,1,1
s121m_7,s121l_7,1,1,1,1,1
s121n_7,s121l_7,1,1,1,1,1
s121o_7,s121l_7,1,1,1,1,1
s121p_7,s121l_7,1,1,1,1,1
s121q_7,s121l_7,1,1,1,1,1
s121r_7,s121l_7,1,1,1,1,1
s121n_7,s121m_7,1,1,1,1,1
s121o_7,s121m_7,1,1,1,1,1
s121p_7,s121m_7,1,1,1,1,1
s121q_7,s121m_7,1,1,1,1,1
s121r_7,s121m_7,1,1,1,1,1
s121o_7,s121n_7,1,1,1,1,1
s121p_7,s121n_7,1,1,1,1,1
s121q_7,s121n_7,1,1,1,1,1
s121r_7,s121n_7,1,1,1,1,1
s121p_7,s121o_7,1,1,1,1,1
s121q_7,s121o_7,1,1,1,1,1
s121r_7,s121o_7,1,1,1,1,1
s121q_7,s121p_7,1,1,1,1,1
s121r_7,s121p_7,1,1,1,1,1
s121r_7,s121q_7,1,1,1,1,1
hivsex_2,_append_0,1,1,1,1,1
hivsex_1,_append_1,1,1,1,1,1
hv008a,hv008,2,0.9840303613941985,0.9882848186081892,1,1
hv807a,hv807c,2,0.9753635833289247,0.9796031877051857,1,1
hv125_01_1,hv128_01,2,0.9609844407001474,0.9769994133656726,1,1
hv024_2,hv023_4,2,0.9676655398856759,0.9999999999999998,1,1
hv024_6,hv023_12,2,0.9663993280991181,1,1,1
hv253z_0,hv253x_0,2,0.9311333175273895,0.947472821350291,1,1
sh110j_9,sh110g_9,2,0.9427660190364102,0.9427789578525266,1,1
sh110k_9,sh110h_9,2,1,1,1,1
hv253a_9,hv253_9,2,0.9602462626600408,0.9812631172845838,1,0
hv253b_9,hv253_9,2,0.9602462626600408,0.9812631172845838,1,0
hv253c_9,hv253_9,2,0.9602462626600408,0.9812631172845838,1,0
hv253x_9,hv253_9,2,0.9602462626600408,0.9812631172845838,1,0
hv253z_9,hv253_9,2,0.9602462626600408,0.9812631172845838,1,0
sh110k_9,sh110j_9,2,0.971376540110147,1,1,1
hv024_12,hv023_12,2,1,1,1,1
hv227_9,hv206_9,2,1,1,1,1
sh28d_9,hv212_9,2,0.9508811366524366,0.9890238202598147,1,1
sh03_7,hv101_7,2,1,1,1,0
sh03_01_1,hv101_01_1,2,1,1,1,0
sh03_01_2,hv101_01_2,2,1,1,1,1
hml17_01_1,hv117_01_1,2,0.9450447163499911,0.9640528476152228,1,1
hv026_0,hv024_11,2,0.9999999999999999,0.9999999999999999,1,1
sh14_01_9,hv106_01_9,2,0.9161640144571266,0.9322781328389403,1,0
sh14_01_9,hv109_01_9,2,0.9161640144571266,0.9322781328389403,1,1
shlangq_3,hv024_1,2,0.9653424177384635,0.9914304476294852,1,1
shlangi_3,hv024_1,2,0.9497957573204527,0.9577192156492723,1,1
shlangr_3,hv024_1,2,0.9246667274255982,0.9400630076995533,1,1
hv221_9,hv207_9,2,1,1,1,1
shlangr_3,shlangq_3,2,0.909068197169965,0.9168374554095802,1,1
hv023_1,hv022_1,2,0.9999999999999998,0.9999999999999998,1,0
hv023_3,hv022_3,2,1,1,1,0
hv023_4,hv022_4,2,0.9999999999999998,0.9999999999999999,1,0
hv023_5,hv022_5,2,1,1,1,0
hv023_6,hv022_6,2,1,1,1,0
hv023_7,hv022_7,2,1,1,1,0
hv023_9,hv022_9,2,1,1,1,0
hv023_10,hv022_10,2,0.9999999999999999,0.9999999999999999,1,0
hv023_11,hv022_11,2,0.9999999999999998,0.9999999999999999,1,0
hv023_12,hv022_12,2,0.9999999999999999,1,1,0
hv024_6,hv022_12,2,0.9256579267548013,0.9327986561982362,1,0
hv023_13,hv022_13,2,1,1,1,0
hv023_14,hv022_14,2,0.9999999999999999,1,1,0
hv023_15,hv022_15,2,1,1,1,0
hv023_16,hv022_16,2,0.9999999999999999,1,1,0
hv023_17,hv022_17,2,0.9999999999999999,1,1,0
hv023_18,hv022_18,2,0.9999999999999998,0.9999999999999999,1,0
hv023_19,hv022_19,2,1,1,1,0
hv024_4,hv023_8,2,0.9146565127710384,0.9203316060776449,1,0
hv253x_0,hv253c_0,2,0.9306092324827937,0.931084332570796,1,0
sh17a_0,hv106_0,2,0.9604429956418029,0.9727656075861442,1,0
sh17a_1,hv106_1,2,1,1,1,0
sh17a_0,hv109_0,2,0.9604429956418029,0.9727656075861442,1,1
sh19a_0,hv121_0,2,0.9580804356121042,0.9889702749753618,1,1
sh17a_01_0,hv106_01_0,2,0.9666690351892429,0.9837693150745924,1,0
sh17a_01_1,hv106_01_1,2,1,1,1,0
sh17a_01_0,hv109_01_0,2,0.9666690351892429,0.9837693150745924,1,1
sh19a_01_1,hv122_01_1,2,0.9999999999999999,0.9999999999999999,1,0
sh28d_9,hv211_9,2,0.9509240055208692,0.9890238202598147,1,1
hv121_01_0,hv110_01_0,2,0.9576016572181361,0.976853769802124,1,0
hv121_01_9,hv110_01_9,2,0.9740174545377045,0.9779421356017387,1,1
hv126_01_9,hv110_01_9,2,0.9386601195810387,0.9700927734736702,1,1
hv026_0,hv024_2,2,1,1,1,1
hv126_2,hv122_2,2,0.9131749221230058,0.9258478194253981,1,1
hv221_9,hv206_9,2,0.91927844181184315,0.9257472435772962,1,1
hv125_01_9,hv110_01_9,2,0.9425848006450729,0.9779421356017387,1,1
sh111h_9,hv209_9,2,0.9999999999999999,1,1,1
hv237a_0,hv237_0,2,0.9211639172734736,0.9362022953492922,1,0
hv237a_1,hv237_1,2,0.9211639172734736,0.9362022953492922,1,0
sh19a_0,hv106_0,2,0.9999999999999998,0.9999999999999999,1,0
sh19a_1,hv106_1,2,0.9978766614275428,0.9980296933337416,1,0
sh19a_3,hv106_2,2,1,1,1,0
sh19a_0,hv109_0,2,0.9999999999999998,0.9999999999999999,1,1
sh21a_0,hv121_0,2,1,1,1,1
sh19aa_0,sh19a_0,2,0.9922267760275175,0.9999999999999998,1,1
sh19a_01_0,hv106_01_0,2,1,1,1,0
sh19a_01_1,hv106_01_1,2,0.9957565984181733,0.9966028521077848,1,0
sh19a_01_3,hv106_01_2,2,1,1,1,0
sh19a_01_0,hv109_01_0,2,1,1,1,1
sh21a_01_0,hv121_01_0,2,1,1,1,1
sh19aa_01_0,sh19a_01_0,2,0.9832547023759746,1,1,1
hv102_01_9,hv102_9,2,1,1,1,1
hv045b_2,hv045a_2,2,0.9756296890198572,0.988909454989122,1,0
hv045b_3,hv045a_3,2,0.9694164604297179,0.9723899092180149,1,0
hv026_0,hv024_9,2,1,1,1,1
hv243d_9,hv210_9,2,0.9308590924105826,0.9573949658475501,1,1
hv117_01_0,hv104_01_1,2,0.9200200679142183,0.9366342223980598,1,1
hv117_01_1,hv104_01_2,2,0.9200200679142183,0.9366342223980598,1,1
hv026_0,hv024_8,2,1,1,1,1
sh118f_9,hv212_9,2,0.9628309942884169,0.9999999999999998,1,1
hv234a_6,hv234_994,2,1,1,1,0
hv234a_3,hv234_995,2,0.9999999999999999,1,1,0
hv024_9,hv023_9,2,1,1,1,1
hv024_10,hv023_10,2,0.9999999999999999,1,1,1
hv209_9,hv207_9,2,0.9999999999999999,1,1,1
hv226_99,hv207_9,2,0.9999999999999999,1,1,1
hv227_9,hv207_9,2,0.9999999999999999,1,1,1
hv243a_9,hv209_9,2,0.9999999999999999,1,1,1
hv227_9,hv211_9,2,0.9999999999999998,0.9999999999999998,1,1
hv227_9,hv212_9,2,0.9999999999999998,0.9999999999999998,1,1
hv227_9,hv226_99,2,0.9999999999999999,1,1,1
hv243c_9,hv227_9,2,0.9999999999999998,0.9999999999999998,1,1
sh110g_9,hv243a_9,2,0.9536968977904585,0.9999999999999998,1,1
sh121g_9,hv212_9,2,1,1,1,1
sh121g_9,hv243d_9,2,1,1,1,1
hv023,hv022,2,0.9830589094821025,1,1,0
hv207_9,hv206_9,2,0.9564048200231952,1,1,1
hv227_9,hv210_9,2,0.9999999999999999,1,1,1
hv244_9,hv210_9,2,0.9535323620054676,1,1,1
hv246_9,hv210_9,2,0.9955754954410829,1,1,1
hv244_9,hv227_9,2,0.9535323620054676,1,1,1
hv246_9,hv227_9,2,0.9955754954410829,1,1,1
hv101_01_6,hv218,2,1,1,1,0
v006,hv006,2,0.9817484059472306,0.9923286612026475,1,0
v008,hv008,2,0.9814450911953096,0.9917220316988057,1,1
hiv02,v008,2,0.9542533378158535,0.9709889642678189,1,1
v218,v201,2,0.9769401131328174,0.9801441741601876,1,0
v151_1,hv219_1,2,1,1,1,0
v151_2,hv219_2,2,1,1,1,0
_append_1,hv104_1,2,1,1,1,0
_append_0,hv104_2,2,1,1,1,0
_append_1,hv117_0,2,1,1,1,1
_append_0,hv117_1,2,1,1,1,1
_append_0,hv118_0,2,1,1,1,1
_append_1,hv118_1,2,1,1,1,1
v014_1,hml17_1,2,1,1,1,0
v014_3,hml17_3,2,0.9999999999999999,1,1,0
v014_6,hml17_6,2,1,1,1,0
hv104_01_1,v151_1,2,1,1,1,1
hv104_01_2,v151_2,2,1,1,1,1
v502_0,v501_0,2,1,1,1,0
v513_0,v501_0,2,1,1,1,0
v513_0,v502_0,2,1,1,1,1
hv802,hv801,3,0.9640864731748373,0.9714654838296548,1,0
hv253a_0,hv253_0,3,0.9444199252692852,0.972253623146284,1,0
hv253a_1,hv253_1,3,0.9314653967184359,0.9680000077472282,1,0
hv209_9,hv208_9,3,0.9900267005093724,1,1,1
sh03_6,hv101_6,3,0.9999999999999998,0.9999999999999999,1,0
hv026_2,hv025_2,3,0.9961505674903162,1,1,1
sh110g_9,hv209_9,3,0.9500575844778145,0.9999999999999998,1,1
hv237a_9,hv237_9,3,0.9900257565060842,1,1,1
hv237b_9,hv237_9,3,0.9900257565060842,1,1,1
hv237c_9,hv237_9,3,0.9900257565060842,1,1,1
hv237d_9,hv237_9,3,0.9900257565060842,1,1,1
hv237f_9,hv237_9,3,0.9900257565060842,1,1,1
hv237x_9,hv237_9,3,0.9900257565060842,1,1,1
hv237z_9,hv237_9,3,0.9900257565060842,1,1,1
hv122_9,hv110_9,3,0.940854499176124,0.9651584736159909,1,0
hv125_9,hv110_9,3,0.9206963723660753,0.943846560171653,1,0
hv126_9,hv110_9,3,0.917441761343569,0.943846560171653,1,0
hv116_2,hv115_4,3,0.9338689542649844,0.9708758968510957,1,0
sh14_01_0,hv106_01_0,3,0.99969854167087,1,1,0
sh14_01_0,hv109_01_0,3,0.99969854167087,1,1,1
hv208_9,hv207_9,3,1,1,1,1
shlangi_3,shlangq_3,3,0.9727542363491495,0.9965868604095944,1,1
hv023_2,hv022_2,3,0.9698652276244283,1,1,0
hv202_62,hv201_62,3,0.9966983240113632,0.9999999999999998,1,0
hv109_01_1,hv106_01_1,3,0.906557221759573,0.9136053104561755,1,0
hv110_01_9,hv128_01,3,0.9448581669499267,0.9680215578847666,1,1
hv121_01_1,hv110_01_1,3,1,1,1,0
hv243b_9,hv211_9,3,1,1,1,1
hv243c_9,hv243b_9,3,0.9597034191091073,1,1,1
hv243d_9,hv243b_9,3,0.9532888239157793,1,1,1
hv121_2,hv124,4,0.9594103007256518,0.9792692429965657,1,0
hv026_0,hv024_1,4,0.9805587130725694,1,1,1
hv221_9,hv208_9,4,0.9925200253820292,1,1,1
hv221_9,hv209_9,4,1,1,1,1
sh03_1,hv101_1,4,1,1,1,0
sh03_2,hv101_2,4,1,1,1,0
sh03_3,hv101_3,4,1,1,1,0
sh03_4,hv101_4,4,1,1,1,0
sh03_5,hv101_5,4,0.9999999999999999,0.9999999999999999,1,0
hv122_01_2,hv121_01_2,4,0.9343534719978313,0.9573726512475916,1,1
sh14_0,hv106_0,4,0.9996626624023167,1,1,0
sh14_0,hv109_0,4,0.9996626624023167,1,1,1
hv121_9,hv110_9,4,0.9547335718396683,0.9651584736159909,1,0
hiv02,hv006,4,0.9386398237680812,0.951725637691099,1,0
hv202_42,hv201_42,4,1,1,1,0
hv243c_9,hv210_9,4,0.9540926703286058,0.9999999999999998,1,1
hv237z_0,hv237e_0,4,0.9584571556030052,0.9999999999999999,1,1
hv125_9,hv122_9,4,0.9393942333772572,1,1,1
hv126_9,hv122_9,4,0.9413380074606205,1,1,1
hv024_1,hv023_1,4,1,1,1,1
hv024_3,hv023_3,4,1,1,1,1
hv024_4,hv023_4,4,1,1,1,1
hv024_5,hv023_5,4,0.9999999999999999,1,1,1
hv024_7,hv023_7,4,1,1,1,1
hv243b_9,hv212_9,4,0.9697775643318305,1,1,1
hml19_01_1,hml13_01,4,0.9440176903614592,0.9745277856341112,1,0
hv125_0,hv110_0,5,0.94499887891702,0.9705011502087978,1,0
hv126_0,hv110_0,5,0.9446216816621753,0.9686151639345745,1,0
hv125_1,hv121_1,5,0.9434664401032569,0.9746941694000617,1,1
hv243b_9,hv210_9,5,0.9925719016688426,1,1,1
hml16_01,hv220,5,0.9987356621202061,0.9999339057469403,1,0
hml16_01,hv105_01,5,0.998788322387623,0.9999925836779834,1,1
hv031,hv030,5,0.9774214145414588,0.99477028614394,1,1
hv202_21,hv201_21,5,0.9976956231538009,1,1,0
hv202_41,hv201_41,5,0.9999999999999999,1,1,0
hv202_43,hv201_43,5,0.9973297839904711,1,1,0
hv202_51,hv201_51,5,0.9999999999999999,1,1,0
hv202_61,hv201_61,5,0.9999999999999999,1,1,0
hv202_96,hv201_96,5,0.9971155247191335,1,1,0
hv128,hv124,5,0.919321476869695,0.9494502228126324,1,0
hv121_01_9,hv128_01,5,0.952529668177092,0.9908904868042435,1,1
hv125_9,hv121_9,5,0.9392755654422819,1,1,1
hv126_9,hv121_9,5,0.9380854342064744,1,1,1
hv126_01_3,hv122_01_3,5,0.9999999999999999,1,1,0
hv024_2,hv023_2,5,0.98890738727851,1,1,1
hv024_6,hv023_6,5,0.9948436415562748,1,1,1
hv125_01_9,hv124_01,5,0.9425267767683819,0.9737282635837632,1,0
hv125_01_9,hv121_01_9,5,0.9637904987185931,1,1,1
hv030,hv018,5,0.9605429348531944,0.9712343960480839,1,0
hv126_01_9,hv124_01,5,0.9341213069890597,0.9737282635837632,1,0
hv031,hv018,6,0.9510737489538286,0.9865458240517032,1,0
hv125_1,hv110_1,6,0.9392036766641884,0.9746941694000617,1,0
hv253c_9,hv253a_9,6,1,1,1,1
hv253x_9,hv253a_9,6,1,1,1,1
hv253c_9,hv253b_9,6,1,1,1,1
hv253x_9,hv253b_9,6,1,1,1,1
hv253x_9,hv253c_9,6,1,1,1,1
hv253z_9,hv253c_9,6,1,1,1,1
hv253z_9,hv253x_9,6,1,1,1,1
hv243d_9,hv243c_9,6,0.9965249342827988,1,1,1
