name	estimate	se	p.value	Nag.r2	adj.p.val
hv121_12_2	-0.517532585025931	1.23310591744331	0.675340092481027	0.000756629877663229	0.769418170422095
mv463z_1	0.251826388924512	0.422589421299877	0.551544934418302	0.000129470559720013	0.661291120348474
hv103_10_1	11.101824004276	1.09656382477772	3.560148e-20	3.51399963728349e-05	8.92070595582635e-20
hv116_09_2	-15.7758549961144	0.573267092176578	1.967829e-59	0.00548622559318901	8.1435942264151e-59
hv106_05_1	0.284366598850953	0.530910137485278	0.592501373360812	0.000153815322433859	0.699938785765555
hv122_07_3	-12.8647080189852	0.627912132926972	1.599994e-63	0.000100471595762097	7.25066151515152e-63
hv101_12_6	-13.4859989377683	0.877028815375672	5.003534e-32	0.000380703512917302	1.38682618871104e-31
mv762ae_0	-0.151233306799269	0.635681963560377	0.812065617592189	1.14296460204111e-05	0.868279454624083
hv101_03_2	-2.88756605822792	1.03000711636888	0.00528377428836614	0.00168348322106915	0.0113841633324981
hv116_03_2	0.80513260604647	0.786227101785985	0.30641015894216	0.000417345828871651	0.436780512530202
hv106_07_0	-0.697817864845427	0.638498304341748	0.275122539700888	0.000901589962898686	0.401398295173358
ha52_01_1	14.9310774742003	0.287175470844896	8.495836e-188	0.000636218557014345	9.63837946206896e-186
hv118_08_1	1.86368110996699	0.721744742676979	0.0102416167138341	0.00672582052686777	0.0216409242058537
hv122_03_1	0.35053504047484	0.499913373582747	0.483561002185989	0.00021453991672804	0.603763072938104
hv104_04_1	0.653490449475424	0.51476721025236	0.2049571452216	0.000949659703304073	0.31717262830624
md105a_9	-11.3431883147812	0.784485236576724	1.743514e-38	4.6738643138533e-05	5.31126024074074e-38
hv109_02_3	-0.349218763814145	0.5631714291388	0.535522633964664	0.000156024538537247	0.647508072673188
ha63_03_1	14.5875106781924	0.55966614284105	1.254375e-68	0.00170517370092049	6.2058552631579e-68
hv115_06_9	-14.2308612924088	0.562300129566661	8.676378e-74	0.000499103712280569	4.64150953170732e-73
hv101_02_7	-8.93187402488998	1.02676046225428	7.03262e-17	4.58864821217819e-06	1.69008910153397e-16
hv109_05_3	0.81651448566156	0.526055582035368	0.12137362791918	0.001087105864506	0.207330859737332
ha65_03_3	-13.3054235790348	1.10053655530435	4.866635e-26	0.000193389346527351	1.29435967259499e-25
hv109_01_9	-12.2159501690553	0.463437177442286	4.760617e-92	8.34900689470341e-05	3.4498744339207e-91
mv483c_3	0.10640957394785	0.548069226417826	0.846146722293716	1.80814732139156e-05	0.893970043784947
hv113_08_0	-15.3520358173432	0.525451287599275	2.88581e-90	0.0008804648264501	1.98026059583333e-89
hv120_12_0	-0.992921753405295	1.12703488207735	0.379804608763529	0.0031022901456087	0.510791200486215
hv116_05_1	-17.1717687119383	0.372499296401315	3.148408e-139	0.0051506994518995	7.84716842424242e-138
md103a_9	-11.2814610050356	0.772869727618783	4.668276e-39	4.15549612301502e-05	1.44619849717514e-38
hv104_08_2	-0.795882384988854	0.716040370492224	0.267148144309735	0.0012315587003916	0.394841596935772
md106_0	0.769359540918534	0.772946868893903	0.320157526570828	0.000756418575355466	0.451680215445122
ha52_01_2	-10.7077610070048	0.557941743513709	8.823512e-60	1.5401822597183e-05	3.69330209669211e-59
hv106_04_3	1.75839639831579	0.80052508815628	0.0285879033764617	0.00185655400569906	0.0568303336003378
mv732_3	0.384124248637853	0.897874604379396	0.668998980063339	6.31892890958774e-05	0.765285580079773
ha65_03_1	14.3367480123731	0.586528318928762	4.018373e-64	0.000775401545707766	1.85160324509804e-63
hv104_06_1	-0.578465076491588	0.618536613015556	0.350226360347512	0.000515461752156776	0.481331507845486
hv115_02_4	-0.330840642264246	1.05635090908892	0.754285954610561	1.46164876900778e-05	0.825000262855301
ha68_01_4	-13.9224429414038	0.337341523017952	8.099395e-152	0.000430865357540888	3.13265077674419e-150
hc13_02_3	-12.8361770035044	0.615742802417989	2.725206e-62	0.000158563874673612	1.20834605660377e-61
hv118_12_0	16.7052890614425	0.629953254329371	7.277382e-57	0.00835951556835091	2.86394578708134e-56
mv3b25a_1	0.0425404522743699	0.479628975998498	0.929365710505026	3.98822900182783e-06	0.951911660384912
ha61_03_9	1.51447599236182	1.21566548517677	0.214187443285349	0.00162794911543762	0.328980713542856
mv716_34	1.71192164510845	1.10174523969328	0.120956229214684	0.000893513004754376	0.207155645037121
hv101_04_3	1.04370136249364	0.581801757218486	0.0735328789209443	0.0020086561913365	0.133144288194775
md129_1	-14.2730013024037	0.323061642729951	8.955371e-157	0.00116860794530638	4.09210702638889e-155
ha13_03_4	-13.377639775464	0.770687080871918	7.704582e-43	0.000440735498941747	2.51968934194831e-42
hv109_04_3	-1.54398517051036	0.673811116034126	0.0224240445608304	0.00181000765118966	0.0452885860068337
hv104_06_2	0.578465076491588	0.618536613015554	0.350226360347511	0.000515461752156776	0.481331507845486
hv113_11_0	-15.4008809507174	0.918679229558046	6.817261e-37	0.000724140801237283	2.01155055515695e-36
hv113_05_0	-1.56932508568368	1.05307500777108	0.136921285776032	0.000668086470379525	0.22936406833154
